,x,y,z,value
76,-1.0,-0.75,-0.9166666666666666,882.0
77,-1.0,-0.75,-0.8333333333333334,810.2343750000001
78,-1.0,-0.75,-0.75,740.125
79,-1.0,-0.75,-0.6666666666666667,671.9531250000001
80,-1.0,-0.75,-0.5833333333333334,606.0
81,-1.0,-0.75,-0.5,542.546875
82,-1.0,-0.75,-0.41666666666666674,481.875
83,-1.0,-0.75,-0.33333333333333337,424.2656250000001
84,-1.0,-0.75,-0.25,370.0
85,-1.0,-0.75,-0.16666666666666674,319.359375
86,-1.0,-0.75,-0.08333333333333337,272.625
87,-1.0,-0.75,0.0,230.078125
88,-1.0,-0.75,0.08333333333333326,192.0
89,-1.0,-0.75,0.16666666666666652,158.67187500000003
90,-1.0,-0.75,0.25,130.375
91,-1.0,-0.75,0.33333333333333326,107.39062500000001
92,-1.0,-0.75,0.4166666666666665,90.00000000000003
93,-1.0,-0.75,0.5,78.484375
94,-1.0,-0.75,0.5833333333333333,73.12499999999997
95,-1.0,-0.75,0.6666666666666665,74.203125
96,-1.0,-0.75,0.75,82.0
97,-1.0,-0.75,0.8333333333333333,96.79687500000001
98,-1.0,-0.75,0.9166666666666665,118.87499999999994
99,-1.0,-0.75,1.0,148.515625
100,-1.0,-0.6666666666666667,-1.0,873.0
101,-1.0,-0.6666666666666667,-0.9166666666666666,804.734375
102,-1.0,-0.6666666666666667,-0.8333333333333334,737.6250000000002
103,-1.0,-0.6666666666666667,-0.75,671.953125
104,-1.0,-0.6666666666666667,-0.6666666666666667,608.0000000000002
105,-1.0,-0.6666666666666667,-0.5833333333333334,546.0468750000001
106,-1.0,-0.6666666666666667,-0.5,486.375
107,-1.0,-0.6666666666666667,-0.41666666666666674,429.2656250000001
108,-1.0,-0.6666666666666667,-0.33333333333333337,375.00000000000006
109,-1.0,-0.6666666666666667,-0.25,323.8593750000001
110,-1.0,-0.6666666666666667,-0.16666666666666674,276.1250000000001
111,-1.0,-0.6666666666666667,-0.08333333333333337,232.078125
112,-1.0,-0.6666666666666667,0.0,192.0
113,-1.0,-0.6666666666666667,0.08333333333333326,156.17187500000009
114,-1.0,-0.6666666666666667,0.16666666666666652,124.87500000000006
115,-1.0,-0.6666666666666667,0.25,98.390625
116,-1.0,-0.6666666666666667,0.33333333333333326,77.00000000000004
117,-1.0,-0.6666666666666667,0.4166666666666665,60.98437500000008
118,-1.0,-0.6666666666666667,0.5,50.62500000000006
119,-1.0,-0.6666666666666667,0.5833333333333333,46.20312500000001
120,-1.0,-0.6666666666666667,0.6666666666666665,48.00000000000004
121,-1.0,-0.6666666666666667,0.75,56.29687500000004
122,-1.0,-0.6666666666666667,0.8333333333333333,71.37500000000001
123,-1.0,-0.6666666666666667,0.9166666666666665,93.51562499999999
124,-1.0,-0.6666666666666667,1.0,123.00000000000006
125,-1.0,-0.5833333333333334,-1.0,793.7343750000002
126,-1.0,-0.5833333333333334,-0.9166666666666666,730.1250000000001
127,-1.0,-0.5833333333333334,-0.8333333333333334,667.4531250000001
128,-1.0,-0.5833333333333334,-0.75,606.0
129,-1.0,-0.5833333333333334,-0.6666666666666667,546.0468750000001
130,-1.0,-0.5833333333333334,-0.5833333333333334,487.8750000000001
131,-1.0,-0.5833333333333334,-0.5,431.765625
132,-1.0,-0.5833333333333334,-0.41666666666666674,378.00000000000006
133,-1.0,-0.5833333333333334,-0.33333333333333337,326.85937500000006
134,-1.0,-0.5833333333333334,-0.25,278.625
135,-1.0,-0.5833333333333334,-0.16666666666666674,233.57812500000006
136,-1.0,-0.5833333333333334,-0.08333333333333337,192.0
137,-1.0,-0.5833333333333334,0.0,154.171875
138,-1.0,-0.5833333333333334,0.08333333333333326,120.37500000000003
139,-1.0,-0.5833333333333334,0.16666666666666652,90.89062500000003
140,-1.0,-0.5833333333333334,0.25,66.00000000000001
141,-1.0,-0.5833333333333334,0.33333333333333326,45.984375
142,-1.0,-0.5833333333333334,0.4166666666666665,31.125000000000018
143,-1.0,-0.5833333333333334,0.5,21.703125000000018
144,-1.0,-0.5833333333333334,0.5833333333333333,18.000000000000007
145,-1.0,-0.5833333333333334,0.6666666666666665,20.296875000000004
146,-1.0,-0.5833333333333334,0.75,28.87500000000003
147,-1.0,-0.5833333333333334,0.8333333333333333,44.015625
148,-1.0,-0.5833333333333334,0.9166666666666665,65.99999999999997
149,-1.0,-0.5833333333333334,1.0,95.109375
150,-1.0,-0.5,-1.0,717.625
151,-1.0,-0.5,-0.9166666666666666,658.4531249999999
152,-1.0,-0.5,-0.8333333333333334,600.0
153,-1.0,-0.5,-0.75,542.546875
154,-1.0,-0.5,-0.6666666666666667,486.37500000000006
155,-1.0,-0.5,-0.5833333333333334,431.765625
156,-1.0,-0.5,-0.5,379.0
157,-1.0,-0.5,-0.41666666666666674,328.35937500000006
158,-1.0,-0.5,-0.33333333333333337,280.125
159,-1.0,-0.5,-0.25,234.578125
160,-1.0,-0.5,-0.16666666666666674,192.00000000000006
161,-1.0,-0.5,-0.08333333333333337,152.671875
162,-1.0,-0.5,0.0,116.875
163,-1.0,-0.5,0.08333333333333326,84.89062500000003
164,-1.0,-0.5,0.16666666666666652,57.000000000000014
165,-1.0,-0.5,0.25,33.484375
166,-1.0,-0.5,0.33333333333333326,14.625000000000012
167,-1.0,-0.5,0.4166666666666665,0.7031250000000142
168,-1.0,-0.5,0.5,-8.0
169,-1.0,-0.5,0.5833333333333333,-11.203125
170,-1.0,-0.5,0.6666666666666665,-8.624999999999998
171,-1.0,-0.5,0.75,0.015625
172,-1.0,-0.5,0.8333333333333333,14.999999999999975
173,-1.0,-0.5,0.9166666666666665,36.60937499999994
174,-1.0,-0.5,1.0,65.125
175,-1.0,-0.41666666666666674,-1.0,644.9531250000001
176,-1.0,-0.41666666666666674,-0.9166666666666666,590.0000000000001
177,-1.0,-0.41666666666666674,-0.8333333333333334,535.5468750000001
178,-1.0,-0.41666666666666674,-0.75,481.875
179,-1.0,-0.41666666666666674,-0.6666666666666667,429.265625
180,-1.0,-0.41666666666666674,-0.5833333333333334,378.00000000000006
181,-1.0,-0.41666666666666674,-0.5,328.35937500000006
182,-1.0,-0.41666666666666674,-0.41666666666666674,280.6250000000001
183,-1.0,-0.41666666666666674,-0.33333333333333337,235.07812500000006
184,-1.0,-0.41666666666666674,-0.25,192.00000000000006
185,-1.0,-0.41666666666666674,-0.16666666666666674,151.67187500000009
186,-1.0,-0.41666666666666674,-0.08333333333333337,114.37500000000001
187,-1.0,-0.41666666666666674,0.0,80.39062500000003
188,-1.0,-0.41666666666666674,0.08333333333333326,50.00000000000005
189,-1.0,-0.41666666666666674,0.16666666666666652,23.484375000000064
190,-1.0,-0.41666666666666674,0.25,1.1250000000000355
191,-1.0,-0.41666666666666674,0.33333333333333326,-16.796874999999964
192,-1.0,-0.41666666666666674,0.4166666666666665,-29.99999999999997
193,-1.0,-0.41666666666666674,0.5,-38.203124999999964
194,-1.0,-0.41666666666666674,0.5833333333333333,-41.125
195,-1.0,-0.41666666666666674,0.6666666666666665,-38.48437499999999
196,-1.0,-0.41666666666666674,0.75,-29.999999999999943
197,-1.0,-0.41666666666666674,0.8333333333333333,-15.390625
198,-1.0,-0.41666666666666674,0.9166666666666665,5.624999999999977
199,-1.0,-0.41666666666666674,1.0,33.32812500000003
200,-1.0,-0.33333333333333337,-1.0,576.0000000000001
201,-1.0,-0.33333333333333337,-0.9166666666666666,525.046875
202,-1.0,-0.33333333333333337,-0.8333333333333334,474.375
203,-1.0,-0.33333333333333337,-0.75,424.2656250000001
204,-1.0,-0.33333333333333337,-0.6666666666666667,375.0
205,-1.0,-0.33333333333333337,-0.5833333333333334,326.85937500000006
206,-1.0,-0.33333333333333337,-0.5,280.125
207,-1.0,-0.33333333333333337,-0.41666666666666674,235.07812500000006
208,-1.0,-0.33333333333333337,-0.33333333333333337,192.00000000000009
209,-1.0,-0.33333333333333337,-0.25,151.17187500000006
210,-1.0,-0.33333333333333337,-0.16666666666666674,112.87500000000006
211,-1.0,-0.33333333333333337,-0.08333333333333337,77.39062500000003
212,-1.0,-0.33333333333333337,0.0,45.00000000000002
213,-1.0,-0.33333333333333337,0.08333333333333326,15.984375000000043
214,-1.0,-0.33333333333333337,0.16666666666666652,-9.374999999999936
215,-1.0,-0.33333333333333337,0.25,-30.796874999999986
216,-1.0,-0.33333333333333337,0.33333333333333326,-47.999999999999964
217,-1.0,-0.33333333333333337,0.4166666666666665,-60.70312499999996
218,-1.0,-0.33333333333333337,0.5,-68.62499999999999
219,-1.0,-0.33333333333333337,0.5833333333333333,-71.48437499999999
220,-1.0,-0.33333333333333337,0.6666666666666665,-68.99999999999999
221,-1.0,-0.33333333333333337,0.75,-60.89062499999997
222,-1.0,-0.33333333333333337,0.8333333333333333,-46.875
223,-1.0,-0.33333333333333337,0.9166666666666665,-26.671875000000036
224,-1.0,-0.33333333333333337,1.0,2.9753977059954195e-14
225,-1.0,-0.25,-1.0,511.046875
226,-1.0,-0.25,-0.9166666666666666,463.87499999999994
227,-1.0,-0.25,-0.8333333333333334,416.765625
228,-1.0,-0.25,-0.75,370.0
229,-1.0,-0.25,-0.6666666666666667,323.8593750000001
230,-1.0,-0.25,-0.5833333333333334,278.62500000000006
231,-1.0,-0.25,-0.5,234.578125
232,-1.0,-0.25,-0.41666666666666674,192.00000000000006
233,-1.0,-0.25,-0.33333333333333337,151.17187500000006
234,-1.0,-0.25,-0.25,112.375
235,-1.0,-0.25,-0.16666666666666674,75.89062500000006
236,-1.0,-0.25,-0.08333333333333337,42.00000000000002
237,-1.0,-0.25,0.0,10.984375
238,-1.0,-0.25,0.08333333333333326,-16.874999999999975
239,-1.0,-0.25,0.16666666666666652,-41.29687499999998
240,-1.0,-0.25,0.25,-62.0
241,-1.0,-0.25,0.33333333333333326,-78.70312499999999
242,-1.0,-0.25,0.4166666666666665,-91.12499999999997
243,-1.0,-0.25,0.5,-98.984375
244,-1.0,-0.25,0.5833333333333333,-102.0
245,-1.0,-0.25,0.6666666666666665,-99.890625
246,-1.0,-0.25,0.75,-92.375
247,-1.0,-0.25,0.8333333333333333,-79.17187500000003
248,-1.0,-0.25,0.9166666666666665,-60.00000000000006
249,-1.0,-0.25,1.0,-34.578125
250,-1.0,-0.16666666666666674,-1.0,450.3750000000001
251,-1.0,-0.16666666666666674,-0.9166666666666666,406.7656250000001
252,-1.0,-0.16666666666666674,-0.8333333333333334,363.0000000000001
253,-1.0,-0.16666666666666674,-0.75,319.359375
254,-1.0,-0.16666666666666674,-0.6666666666666667,276.1250000000001
255,-1.0,-0.16666666666666674,-0.5833333333333334,233.57812500000006
256,-1.0,-0.16666666666666674,-0.5,192.00000000000006
257,-1.0,-0.16666666666666674,-0.41666666666666674,151.67187500000009
258,-1.0,-0.16666666666666674,-0.33333333333333337,112.87500000000006
259,-1.0,-0.16666666666666674,-0.25,75.89062500000006
260,-1.0,-0.16666666666666674,-0.16666666666666674,41.00000000000008
261,-1.0,-0.16666666666666674,-0.08333333333333337,8.484375000000043
262,-1.0,-0.16666666666666674,0.0,-21.374999999999964
263,-1.0,-0.16666666666666674,0.08333333333333326,-48.296874999999936
264,-1.0,-0.16666666666666674,0.16666666666666652,-71.99999999999991
265,-1.0,-0.16666666666666674,0.25,-92.20312499999997
266,-1.0,-0.16666666666666674,0.33333333333333326,-108.62499999999997
267,-1.0,-0.16666666666666674,0.4166666666666665,-120.98437499999994
268,-1.0,-0.16666666666666674,0.5,-128.99999999999997
269,-1.0,-0.16666666666666674,0.5833333333333333,-132.39062499999997
270,-1.0,-0.16666666666666674,0.6666666666666665,-130.87499999999997
271,-1.0,-0.16666666666666674,0.75,-124.17187499999997
272,-1.0,-0.16666666666666674,0.8333333333333333,-111.99999999999997
273,-1.0,-0.16666666666666674,0.9166666666666665,-94.07812500000003
274,-1.0,-0.16666666666666674,1.0,-70.12499999999996
275,-1.0,-0.08333333333333337,-1.0,394.2656250000001
276,-1.0,-0.08333333333333337,-0.9166666666666666,353.99999999999994
277,-1.0,-0.08333333333333337,-0.8333333333333334,313.35937500000006
278,-1.0,-0.08333333333333337,-0.75,272.625
279,-1.0,-0.08333333333333337,-0.6666666666666667,232.078125
280,-1.0,-0.08333333333333337,-0.5833333333333334,192.0
281,-1.0,-0.08333333333333337,-0.5,152.671875
282,-1.0,-0.08333333333333337,-0.41666666666666674,114.37500000000001
283,-1.0,-0.08333333333333337,-0.33333333333333337,77.39062500000006
284,-1.0,-0.08333333333333337,-0.25,42.00000000000002
285,-1.0,-0.08333333333333337,-0.16666666666666674,8.484375000000044
286,-1.0,-0.08333333333333337,-0.08333333333333337,-22.874999999999968
287,-1.0,-0.08333333333333337,0.0,-51.796874999999986
288,-1.0,-0.08333333333333337,0.08333333333333326,-77.99999999999997
289,-1.0,-0.08333333333333337,0.16666666666666652,-101.20312499999994
290,-1.0,-0.08333333333333337,0.25,-121.125
291,-1.0,-0.08333333333333337,0.33333333333333326,-137.48437499999997
292,-1.0,-0.08333333333333337,0.4166666666666665,-149.99999999999994
293,-1.0,-0.08333333333333337,0.5,-158.390625
294,-1.0,-0.08333333333333337,0.5833333333333333,-162.375
295,-1.0,-0.08333333333333337,0.6666666666666665,-161.671875
296,-1.0,-0.08333333333333337,0.75,-156.0
297,-1.0,-0.08333333333333337,0.8333333333333333,-145.07812500000003
298,-1.0,-0.08333333333333337,0.9166666666666665,-128.62500000000003
299,-1.0,-0.08333333333333337,1.0,-106.35937499999999
300,-1.0,0.0,-1.0,343.0
301,-1.0,0.0,-0.9166666666666666,305.85937499999994
302,-1.0,0.0,-0.8333333333333334,268.125
303,-1.0,0.0,-0.75,230.078125
304,-1.0,0.0,-0.6666666666666667,192.0
305,-1.0,0.0,-0.5833333333333334,154.171875
306,-1.0,0.0,-0.5,116.875
307,-1.0,0.0,-0.41666666666666674,80.39062500000003
308,-1.0,0.0,-0.33333333333333337,45.00000000000002
309,-1.0,0.0,-0.25,10.984375
310,-1.0,0.0,-0.16666666666666674,-21.374999999999964
311,-1.0,0.0,-0.08333333333333337,-51.796874999999986
312,-1.0,0.0,0.0,-80.0
313,-1.0,0.0,0.08333333333333326,-105.70312499999997
314,-1.0,0.0,0.16666666666666652,-128.62499999999994
315,-1.0,0.0,0.25,-148.484375
316,-1.0,0.0,0.33333333333333326,-165.0
317,-1.0,0.0,0.4166666666666665,-177.89062499999997
318,-1.0,0.0,0.5,-186.875
319,-1.0,0.0,0.5833333333333333,-191.671875
320,-1.0,0.0,0.6666666666666665,-192.0
321,-1.0,0.0,0.75,-187.578125
322,-1.0,0.0,0.8333333333333333,-178.125
323,-1.0,0.0,0.9166666666666665,-163.35937500000006
324,-1.0,0.0,1.0,-143.0
325,-1.0,0.08333333333333326,-1.0,296.859375
326,-1.0,0.08333333333333326,-0.9166666666666666,262.625
327,-1.0,0.08333333333333326,-0.8333333333333334,227.57812500000006
328,-1.0,0.08333333333333326,-0.75,192.00000000000006
329,-1.0,0.08333333333333326,-0.6666666666666667,156.17187500000009
330,-1.0,0.08333333333333326,-0.5833333333333334,120.37500000000006
331,-1.0,0.08333333333333326,-0.5,84.89062500000001
332,-1.0,0.08333333333333326,-0.41666666666666674,50.00000000000005
333,-1.0,0.08333333333333326,-0.33333333333333337,15.984375000000027
334,-1.0,0.08333333333333326,-0.25,-16.874999999999975
335,-1.0,0.08333333333333326,-0.16666666666666674,-48.296874999999936
336,-1.0,0.08333333333333326,-0.08333333333333337,-77.99999999999997
337,-1.0,0.08333333333333326,0.0,-105.70312499999997
338,-1.0,0.08333333333333326,0.08333333333333326,-131.12499999999994
339,-1.0,0.08333333333333326,0.16666666666666652,-153.98437499999994
340,-1.0,0.08333333333333326,0.25,-174.0
341,-1.0,0.08333333333333326,0.33333333333333326,-190.890625
342,-1.0,0.08333333333333326,0.4166666666666665,-204.37499999999994
343,-1.0,0.08333333333333326,0.5,-214.171875
344,-1.0,0.08333333333333326,0.5833333333333333,-220.0
345,-1.0,0.08333333333333326,0.6666666666666665,-221.578125
346,-1.0,0.08333333333333326,0.75,-218.62499999999997
347,-1.0,0.08333333333333326,0.8333333333333333,-210.859375
348,-1.0,0.08333333333333326,0.9166666666666665,-198.0
349,-1.0,0.08333333333333326,1.0,-179.76562499999997
350,-1.0,0.16666666666666652,-1.0,256.12500000000006
351,-1.0,0.16666666666666652,-0.9166666666666666,224.57812500000006
352,-1.0,0.16666666666666652,-0.8333333333333334,192.00000000000006
353,-1.0,0.16666666666666652,-0.75,158.67187500000006
354,-1.0,0.16666666666666652,-0.6666666666666667,124.87500000000006
355,-1.0,0.16666666666666652,-0.5833333333333334,90.89062500000006
356,-1.0,0.16666666666666652,-0.5,57.00000000000004
357,-1.0,0.16666666666666652,-0.41666666666666674,23.484375000000078
358,-1.0,0.16666666666666652,-0.33333333333333337,-9.374999999999936
359,-1.0,0.16666666666666652,-0.25,-41.29687499999995
360,-1.0,0.16666666666666652,-0.16666666666666674,-71.99999999999994
361,-1.0,0.16666666666666652,-0.08333333333333337,-101.20312499999994
362,-1.0,0.16666666666666652,0.0,-128.62499999999994
363,-1.0,0.16666666666666652,0.08333333333333326,-153.98437499999994
364,-1.0,0.16666666666666652,0.16666666666666652,-176.99999999999991
365,-1.0,0.16666666666666652,0.25,-197.390625
366,-1.0,0.16666666666666652,0.33333333333333326,-214.87499999999994
367,-1.0,0.16666666666666652,0.4166666666666665,-229.17187499999994
368,-1.0,0.16666666666666652,0.5,-239.99999999999994
369,-1.0,0.16666666666666652,0.5833333333333333,-247.078125
370,-1.0,0.16666666666666652,0.6666666666666665,-250.12499999999994
371,-1.0,0.16666666666666652,0.75,-248.85937499999994
372,-1.0,0.16666666666666652,0.8333333333333333,-242.99999999999994
373,-1.0,0.16666666666666652,0.9166666666666665,-232.265625
374,-1.0,0.16666666666666652,1.0,-216.37499999999994
375,-1.0,0.25,-1.0,221.078125
376,-1.0,0.25,-0.9166666666666666,192.0
377,-1.0,0.25,-0.8333333333333334,161.671875
378,-1.0,0.25,-0.75,130.375
379,-1.0,0.25,-0.6666666666666667,98.390625
380,-1.0,0.25,-0.5833333333333334,66.00000000000001
381,-1.0,0.25,-0.5,33.484375
382,-1.0,0.25,-0.41666666666666674,1.1250000000000355
383,-1.0,0.25,-0.33333333333333337,-30.796874999999986
384,-1.0,0.25,-0.25,-62.0
385,-1.0,0.25,-0.16666666666666674,-92.20312499999997
386,-1.0,0.25,-0.08333333333333337,-121.125
387,-1.0,0.25,0.0,-148.484375
388,-1.0,0.25,0.08333333333333326,-174.0
389,-1.0,0.25,0.16666666666666652,-197.39062499999994
390,-1.0,0.25,0.25,-218.375
391,-1.0,0.25,0.33333333333333326,-236.671875
392,-1.0,0.25,0.4166666666666665,-252.0
393,-1.0,0.25,0.5,-264.078125
394,-1.0,0.25,0.5833333333333333,-272.625
395,-1.0,0.25,0.6666666666666665,-277.359375
396,-1.0,0.25,0.75,-278.0
397,-1.0,0.25,0.8333333333333333,-274.265625
398,-1.0,0.25,0.9166666666666665,-265.87500000000006
399,-1.0,0.25,1.0,-252.546875
400,-1.0,0.33333333333333326,-1.0,192.00000000000003
401,-1.0,0.33333333333333326,-0.9166666666666666,165.171875
402,-1.0,0.33333333333333326,-0.8333333333333334,136.87500000000006
403,-1.0,0.33333333333333326,-0.75,107.39062500000001
404,-1.0,0.33333333333333326,-0.6666666666666667,77.00000000000001
405,-1.0,0.33333333333333326,-0.5833333333333334,45.984375
406,-1.0,0.33333333333333326,-0.5,14.624999999999998
407,-1.0,0.33333333333333326,-0.41666666666666674,-16.796874999999964
408,-1.0,0.33333333333333326,-0.33333333333333337,-47.99999999999998
409,-1.0,0.33333333333333326,-0.25,-78.70312499999999
410,-1.0,0.33333333333333326,-0.16666666666666674,-108.62499999999996
411,-1.0,0.33333333333333326,-0.08333333333333337,-137.484375
412,-1.0,0.33333333333333326,0.0,-165.0
413,-1.0,0.33333333333333326,0.08333333333333326,-190.890625
414,-1.0,0.33333333333333326,0.16666666666666652,-214.87499999999994
415,-1.0,0.33333333333333326,0.25,-236.671875
416,-1.0,0.33333333333333326,0.33333333333333326,-256.0
417,-1.0,0.33333333333333326,0.4166666666666665,-272.578125
418,-1.0,0.33333333333333326,0.5,-286.125
419,-1.0,0.33333333333333326,0.5833333333333333,-296.359375
420,-1.0,0.33333333333333326,0.6666666666666665,-303.0
421,-1.0,0.33333333333333326,0.75,-305.765625
422,-1.0,0.33333333333333326,0.8333333333333333,-304.375
423,-1.0,0.33333333333333326,0.9166666666666665,-298.546875
424,-1.0,0.33333333333333326,1.0,-288.0
425,-1.0,0.4166666666666665,-1.0,169.17187500000003
426,-1.0,0.4166666666666665,-0.9166666666666666,144.375
427,-1.0,0.4166666666666665,-0.8333333333333334,117.89062500000004
428,-1.0,0.4166666666666665,-0.75,90.0
429,-1.0,0.4166666666666665,-0.6666666666666667,60.98437500000005
430,-1.0,0.4166666666666665,-0.5833333333333334,31.125000000000032
431,-1.0,0.4166666666666665,-0.5,0.7031250000000142
432,-1.0,0.4166666666666665,-0.41666666666666674,-29.999999999999957
433,-1.0,0.4166666666666665,-0.33333333333333337,-60.70312499999997
434,-1.0,0.4166666666666665,-0.25,-91.12499999999997
435,-1.0,0.4166666666666665,-0.16666666666666674,-120.98437499999994
436,-1.0,0.4166666666666665,-0.08333333333333337,-149.99999999999994
437,-1.0,0.4166666666666665,0.0,-177.89062499999997
438,-1.0,0.4166666666666665,0.08333333333333326,-204.37499999999994
439,-1.0,0.4166666666666665,0.16666666666666652,-229.17187499999991
440,-1.0,0.4166666666666665,0.25,-252.0
441,-1.0,0.4166666666666665,0.33333333333333326,-272.578125
442,-1.0,0.4166666666666665,0.4166666666666665,-290.625
443,-1.0,0.4166666666666665,0.5,-305.85937499999994
444,-1.0,0.4166666666666665,0.5833333333333333,-317.99999999999994
445,-1.0,0.4166666666666665,0.6666666666666665,-326.765625
446,-1.0,0.4166666666666665,0.75,-331.875
447,-1.0,0.4166666666666665,0.8333333333333333,-333.046875
448,-1.0,0.4166666666666665,0.9166666666666665,-330.0
449,-1.0,0.4166666666666665,1.0,-322.45312499999994
450,-1.0,0.5,-1.0,152.875
451,-1.0,0.5,-0.9166666666666666,129.89062499999997
452,-1.0,0.5,-0.8333333333333334,105.0
453,-1.0,0.5,-0.75,78.484375
454,-1.0,0.5,-0.6666666666666667,50.62500000000006
455,-1.0,0.5,-0.5833333333333334,21.703125000000018
456,-1.0,0.5,-0.5,-8.0
457,-1.0,0.5,-0.41666666666666674,-38.203124999999964
458,-1.0,0.5,-0.33333333333333337,-68.625
459,-1.0,0.5,-0.25,-98.984375
460,-1.0,0.5,-0.16666666666666674,-128.99999999999997
461,-1.0,0.5,-0.08333333333333337,-158.390625
462,-1.0,0.5,0.0,-186.875
463,-1.0,0.5,0.08333333333333326,-214.171875
464,-1.0,0.5,0.16666666666666652,-239.99999999999994
465,-1.0,0.5,0.25,-264.078125
466,-1.0,0.5,0.33333333333333326,-286.125
467,-1.0,0.5,0.4166666666666665,-305.85937499999994
468,-1.0,0.5,0.5,-323.0
469,-1.0,0.5,0.5833333333333333,-337.265625
470,-1.0,0.5,0.6666666666666665,-348.375
471,-1.0,0.5,0.75,-356.046875
472,-1.0,0.5,0.8333333333333333,-360.0
473,-1.0,0.5,0.9166666666666665,-359.953125
474,-1.0,0.5,1.0,-355.625
