x,y,z,u,v,w
-11.5316725,-5.48271418,-13.9783611,0.53554790376,-0.387504371006,-0.497598312329
-1.71590829,-6.44882488,-9.04114342,0.714783853224,-0.00376233298587,0.465504349189
-5.55033255,-6.35078526,-14.6179695,0.717900988687,-0.144879113881,-0.138644360663
-6.27644825,-8.7215538,-15.1844568,0.66124156022,-0.295407640585,-0.259965932762
-4.93546534,-7.09331512,-13.4481897,0.722049722817,-0.284800799797,-0.0971593853756
-2.69989538,-8.50450802,-9.3757515,0.659468824001,-0.0237113645305,0.292788147361
-6.98435783,-9.85554314,-12.600832,0.580067866997,-0.311010459613,-0.0989479083966
-4.58390903,-9.63604259,-15.3854141,0.723254278532,-0.194116045757,-0.0177982117539
-2.68648314,-7.43368483,-13.8215885,0.726929312359,-0.0769159844433,0.306733717376
-4.05746078,-8.36834621,-14.6418324,0.790473593747,-0.137565414957,0.0454087893824
-2.20626903,-7.83103037,-10.1660118,0.758212134375,-0.103127326937,0.392519481085
-0.352286965,-6.6991353,-9.75222492,0.731373309145,0.01468586286,0.494498553844
0.772330463,-4.13331556,-7.01682711,0.782608387106,0.201954658921,0.891985826309
-4.27372265,-9.81369781,-17.5989151,0.649976023475,-0.198718301958,-0.142089693713
-2.61186671,-7.56289625,-13.1308041,0.640669076784,-0.0430279195118,0.231492420948
-2.85072041,-6.13569784,-11.3233662,0.703875747855,0.0782420282214,0.296233205579
-2.05625391,-7.71190071,-12.879694,0.753245812331,0.00574737884407,0.172977119033
-1.47318125,-6.81940508,-15.7850037,0.724343720256,-0.191649427592,0.06527885552
1.76208031,-5.75574875,-9.75166893,0.736303731921,0.0729340696233,0.564155011219
-0.913426936,-7.60320234,-9.0723896,0.634167277713,0.187445706199,0.580936608962
-2.72767973,-6.40526438,-15.396246,0.571369357824,-0.135494680059,0.114274828665
3.27456546,-4.95371199,-6.75845432,0.643966441116,0.328398884378,0.933884175197
-8.70380211,-7.9816308,-19.4599934,0.501979976244,-0.276366698837,-0.349697641444
3.96327877,-3.75630093,-5.90364838,0.523374904743,0.335765737639,1.11404190279
-1.44450617,-7.87378359,-13.5454254,0.746699136501,-0.111064334787,0.155146488968
-2.65878201,-5.57962465,-10.5273046,0.685880943069,0.0870845467144,0.484091643212
-2.22817206,-8.5371685,-12.2162113,0.589457418363,-0.0967035758894,0.250041062571
-2.52763486,-8.08510876,-12.7856655,0.631403333513,0.00824730863132,0.231643194665
-1.91515756,-7.4138298,-12.8903618,0.725364298907,-0.0536545196544,0.336644640369
-2.7238698,-7.67544413,-13.4154205,0.802882175159,-0.155214308855,0.233982006303
-2.5639596,-8.62339401,-14.8544312,0.626760548675,-0.169301086401,0.0199122760092
-2.39470077,-7.77840853,-12.9235029,0.68420836014,-0.0929750209279,0.190400626591
-2.85477519,-7.47500086,-13.4374561,0.64103360888,-0.126702042514,0.254697493302
-4.11077547,-6.84551287,-17.1065521,0.734998001653,-0.224533730172,-0.120875441086
-2.81128645,-6.70593834,-10.5628157,0.71288922311,-0.0451023564612,0.374423466992
-4.38175297,-6.76214123,-17.8130379,0.640382053743,-0.0941172271965,-0.117872996138
-3.1022234,-7.11955214,-12.3444576,0.540234212584,-0.0585500783279,0.26155799311
-2.1186204,-8.31011391,-15.5075016,0.785203363066,-0.110150359424,0.0742317976801
-0.299729645,-9.44968319,-11.4454317,0.655888842496,-0.0938499669319,0.301652317165
-2.60093832,-7.46162605,-13.1398916,0.749028953004,-0.151545588145,0.30429269709
-4.6542635,-8.06999588,-17.6577072,0.636516471479,-0.207160072549,-0.0777852498721
-2.94595098,-8.44103622,-13.27777,0.700253338484,-0.0396210240224,0.239218851306
-11.7390919,-6.24974346,-15.067873,0.551927027613,-0.273090200889,-0.492139202521
-1.91913807,-7.62786102,-12.9054604,0.699925277778,-0.131608661306,0.187773199062
-2.52929449,-6.16809797,-12.8362455,0.652331007963,-0.115990942531,0.261049131414
-3.39490223,-6.39497662,-11.5401726,0.682377369151,-0.0444364279827,0.312195907549
-1.72654796,-5.55457783,-11.5668125,0.622977699412,0.0277339559907,0.41330050323
-2.05388069,-6.47126341,-8.95963764,0.74877995196,0.090913974662,0.499294927557
-2.7451942,-7.72306299,-13.4792061,0.658636430447,0.0245515412328,0.171904751651
-2.44622493,-9.98638058,-14.4296122,0.771914939468,-0.149502725709,0.0493787262304
-4.1678896,-5.84349728,-16.430685,0.592962665869,-0.128686253438,0.0118869316315
-1.6686939,-9.66904926,-13.4543047,0.765016131067,-0.144332864333,0.107977701404
-3.67062664,-6.05095339,-15.7769012,0.779259296603,-0.215794674717,-0.0150260526959
2.57407093,-5.00561428,-3.11897421,0.45910453366,0.704226089206,1.28084226352
-4.58137512,-10.216363,-15.1043215,0.739542435116,-0.308567154584,-0.0900497984383
-2.06256223,-7.45140123,-13.2587051,0.817195096705,-0.144346621976,0.262762491613
-5.29236698,-10.4040289,-14.1557217,0.733398805297,-0.247898918394,-0.0153810787035
3.17502832,-5.89157104,-4.33300114,0.501226840723,0.419077478758,1.10291595827
-2.3069613,-7.09272861,-13.9869547,0.662821753598,-0.207246493861,0.234574230333
-14.136425,-6.53871393,-16.400383,0.434775917951,-0.342166634316,-0.427514129133
-3.37377429,-9.4381876,-13.6216431,0.748246205666,-0.143538098708,0.142616229676
-1.93436551,-7.84970665,-12.7754679,0.794972011556,-0.0827282978125,0.180440530844
-2.3981359,-7.26977825,-13.3645735,0.798409871741,-0.0816294754402,0.184154461426
-9.629632,-5.90214825,-14.0963345,0.727211116799,-0.285286654201,-0.338067488122
-1.98418522,-7.63656092,-13.9529772,0.619581571992,-0.119406598532,0.190442868918
-2.4145093,-7.39374685,-12.9926014,0.753718854963,-0.0361945831622,0.231875719687
-1.02830803,-7.4557147,-11.9779387,0.768454643577,-0.0138346565702,0.228363555396
-4.40957546,-8.61680698,-15.3679609,0.757585132327,-0.301720769059,-0.0905267085025
3.5189991,-5.99533415,-6.18858576,0.455443615186,0.370455248326,0.925770282981
-5.15098715,-7.71078634,-15.0056553,0.630740106035,-0.223285663839,0.10476443354
-1.92173731,-6.5660181,-12.4190674,0.741203067664,-0.135180608518,0.278689763775
-2.56210613,-7.71173906,-13.4153481,0.695322429137,0.0807439489369,0.199730723337
2.25214696,-3.69114089,-8.62331772,0.672374033341,0.198491610967,0.768724700819
-1.30969071,-8.57942867,-14.7102699,0.780622869927,-0.196354504665,0.120455223954
-0.808611631,-5.20974445,-8.03027058,0.837643403109,0.0961123715177,0.65106097378
-0.993608236,-7.42837763,-9.94046688,0.770665833157,0.141052306997,0.381608400151
-1.20516419,-6.99804449,-8.96791935,0.830640083672,0.0870160135469,0.486412362988
-4.96579552,-6.55911779,-18.927248,0.627771866448,-0.152370867614,-0.210456722531
3.1725595,-3.98649263,-5.86514759,0.668531335924,0.209192848543,1.03584423428
-2.0994308,-7.91039515,-13.624258,0.639329655529,-0.176862791306,0.19152743371
-2.01823044,-6.1077404,-11.9351015,0.654753796832,-0.0395531431266,0.290158822742
-2.58513093,-7.26010942,-11.3198824,0.74297499115,-0.105942916035,0.267361892555
1.07874405,-5.89878368,-9.99652863,0.523594579496,0.146669952122,0.6843581543
1.4324789,-5.20228148,-6.32617235,0.777221400927,0.249202362316,1.00831869252
-6.27483845,-6.1106081,-17.1827221,0.641250186158,-0.267407540875,-0.21918537554
-2.50731134,-7.71956825,-13.1825533,0.862549661778,-0.120059299516,0.238475363245
-2.46323752,-7.54511929,-13.0355406,0.603015610469,-0.162706296783,0.215567637245
-2.45310187,-7.66880894,-13.7604742,0.761151816025,-0.0275080806738,0.147910481962
-3.03019166,-7.84246874,-14.697875,0.826722737808,-0.319670374667,0.0320349831138
-2.72775936,-6.17187929,-13.0246696,0.73231189267,-0.177468701865,0.249865262027
-6.5424161,-9.87510109,-17.5907974,0.545854581433,-0.212358652805,-0.230199195538
-2.24628401,-7.12267399,-13.2555513,0.606525183639,-0.0977344356114,0.299179498169
-10.9659605,-8.01012993,-15.7334309,0.586697960235,-0.288331912528,-0.361652758532
-3.32834458,-8.04436207,-12.4196339,0.708063888837,-0.0912755504414,0.197668595922
-2.193501,-7.47222376,-9.5179348,0.793655432374,-0.00695252951168,0.428094951911
-2.64323616,-7.37790871,-14.5931129,0.71230709782,-0.17881124626,0.198352871044
-2.68005848,-7.62624073,-13.1434183,0.701996131912,-0.0364563519723,0.0615247331577
-2.06711674,-8.37638092,-12.3453846,0.753109968303,-0.0483199176933,0.272296027168
-5.74050188,-6.67907429,-17.690691,0.676092591153,-0.171127792362,-0.232843266981
-2.31922269,-7.30108118,-13.5398226,0.623545831794,-0.0303396915716,0.240256523548
-9.25570297,-6.78750086,-15.4409361,0.675366173691,-0.307762048002,-0.282707587488
1.0078572,-5.9981885,-6.56172132,0.723492681966,0.260495681694,0.873178732415
-2.70226264,-6.71998358,-14.5840197,0.796265989278,-0.0501424578639,0.15866267094
-3.65484309,-9.58295822,-15.709693,0.73378006258,-0.164257195952,-0.0208906659622
-2.13145781,-7.84664059,-13.2711945,0.761530629762,-0.108263054065,0.19641275783
-0.137838632,-8.12576199,-7.69511795,0.699380110448,0.235731183961,0.612679175803
-4.62099648,-10.704464,-12.5516376,0.677643611697,-0.140053532046,0.126586554772
-1.77707684,-10.102808,-15.0097322,0.771044561344,-0.0534080945998,0.219776681504
0.166521043,-7.48685884,-12.0154352,0.792962427859,0.0519595826669,0.661182615697
-0.991283536,-8.61963844,-13.9708786,0.840372838241,0.00599506807256,0.315741930186
0.693618178,-7.78938293,-8.10079288,0.778611896028,0.136100916781,0.718089376966
2.3379662,-6.217103,-7.20655489,0.688324900423,0.254685153129,0.875340639369
3.40885425,-2.80372238,-2.55588222,0.5448731209,0.54512983756,1.5278932026
-1.76766086,-10.3445997,-17.7224655,0.685173336097,-0.0843289859614,0.0759529750862
-0.0262342021,-7.46083879,-11.7310362,0.736825731017,0.0985771744007,0.519974005726
-0.112541914,-5.54670858,-9.57488918,0.748549707936,0.243438053657,0.650240364852
0.689203024,-7.38961935,-11.7541008,0.705899613194,0.158533966664,0.440131737962
1.24614811,-7.33460999,-15.0148201,0.722726814877,-0.0809256701327,0.34668934268
4.32589483,-5.10311556,-6.9112339,0.611061660875,0.284149200281,0.960412964212
1.45915258,-6.40534067,-6.21762562,0.617534495642,0.468914875348,0.9605110322
-0.523325026,-6.71995211,-14.4251318,0.601777069686,-0.0292249240747,0.406980236073
5.18088198,-3.1890595,-2.37147832,0.312307254096,0.629724339618,1.42106431733
-6.68695068,-8.87439251,-20.4043732,0.572768017683,-0.200172193969,-0.155331141883
5.17923737,-1.98954046,-0.742508411,0.0331553393791,0.622848095249,1.64934846766
1.28971541,-7.97831535,-12.3931122,0.707694378753,0.058671470681,0.463722883042
0.0164677799,-4.92256308,-7.99978018,0.73163610526,0.276027865677,0.884984298093
0.0363871679,-8.51108265,-10.7891016,0.615775057231,0.115241509222,0.516691613325
-0.0317197144,-7.65689468,-11.4678469,0.702615140304,0.215667806041,0.476689115789
0.738291502,-7.36146593,-11.1550751,0.690074062041,0.0880951832891,0.593290651719
0.429274082,-7.90882444,-11.9233894,0.860054545027,0.0423176940956,0.562427189187
-0.163288534,-8.9826088,-14.2722387,0.650703783015,-0.0214648185025,0.290892030801
0.251157373,-7.75775576,-11.7341118,0.724600148181,0.105632036609,0.454830157974
-0.246243373,-7.68187952,-11.8888941,0.747249853941,0.0255501712829,0.572439705671
-1.27931738,-7.51253986,-17.0886116,0.772571718553,-0.130218142678,0.130716082206
-0.0378856063,-6.50785017,-8.52514076,0.757527123516,0.161753292061,0.725334110157
-1.90073109,-6.95737076,-17.7980556,0.681101950612,-0.00932497738413,0.126828768426
-0.935490012,-7.05895901,-10.8276405,0.610182636769,0.0981744577609,0.557517737058
0.847115636,-8.47641182,-14.7248621,0.793061394131,0.0230467542298,0.344768524922
2.11989403,-9.40084934,-9.80491829,0.628474746737,0.125093511492,0.576789837154
0.332975984,-7.74936724,-11.4940987,0.803910833017,0.0123381928077,0.569768733838
-2.18391371,-8.6592865,-17.5133381,0.679432094616,-0.106269154509,0.155486382958
-0.194206953,-8.21101761,-11.8535624,0.765804760024,0.168087776162,0.526436806985
-9.42938709,-7.12741756,-16.5296288,0.677807847907,-0.19484517411,-0.287692795947
0.612244844,-7.78871393,-11.7184143,0.650168282929,0.0542583652309,0.453399804205
-0.00681934506,-6.39273643,-11.2742605,0.688425010937,0.00209904180185,0.578209991659
-0.706781149,-6.2624259,-9.76490784,0.744638724915,0.12368599231,0.646256850766
0.648149788,-5.17131615,-9.34745026,0.635807394101,0.18565893697,0.784563956147
0.823040187,-5.66441298,-6.34816265,0.77030227955,0.357440226473,0.914659192222
-0.0975667387,-7.35179138,-12.2034073,0.748140630592,0.168945282629,0.514213144231
0.483098894,-10.2374935,-13.7794075,0.786870604415,0.0166421303166,0.298987359556
-1.85049856,-6.16507435,-15.8828211,0.640794638671,-0.0409333151835,0.283107285787
1.20497274,-9.86420059,-12.5646906,0.763389194853,0.041926022496,0.368795225328
-0.670772135,-6.68082666,-15.3102789,0.816800782226,-0.1177688904,0.265963051969
3.29178238,-1.17857349,2.33327603,-0.190415945002,1.31627022653,1.29469201286
-1.71731353,-11.0976105,-15.014493,0.785031780178,-0.160885056985,0.137922728166
0.894446254,-7.72372913,-11.7098217,0.751531903003,0.0118270156786,0.562108389358
-2.42430639,-11.0371284,-13.7875071,0.793336424015,-0.0879022078813,0.213522010982
4.37922668,-3.42189765,0.63667506,0.0524474614171,0.936245645507,1.46064182186
0.228589118,-7.64948606,-12.4615612,0.688872110279,-0.0798928267008,0.58909737234
-12.2700224,-7.69681454,-17.6754589,0.559648968692,-0.275527937627,-0.2530909107
-0.483596534,-9.64264774,-12.6029806,0.788872114253,0.0376216426358,0.404571116088
0.964257181,-7.79599953,-11.6229725,0.741477856936,0.113556541205,0.442579570768
0.621121049,-7.40818214,-12.0386543,0.797432940056,0.0165030335931,0.528162181194
-6.66720772,-6.80011368,-14.920023,0.849969171315,-0.19213552635,-0.0991874908283
0.343497723,-7.80105066,-12.6000137,0.622851560057,0.0376573958792,0.537849814651
0.467035443,-7.32621908,-11.6295385,0.77292923548,0.0743490745035,0.500989584205
1.81446075,-7.18382502,-10.5608368,0.740200192689,0.162805813254,0.533583924538
-1.47393584,-9.50059509,-15.240694,0.804420592996,-0.168554049584,0.158412115544
4.73330688,-3.9709549,-1.90583277,0.136509324156,0.736344363219,1.37709968059
-2.6519258,-8.31406593,-14.1280317,0.699571348639,-0.0951387554615,0.36687836483
0.8701666,-6.82417679,-10.8128586,0.740527360458,0.00474016935016,0.583304896604
0.181273162,-7.15640974,-12.028367,0.761088096696,0.203258246141,0.543923196543
4.45018435,-2.61384249,-4.82224417,0.458932179745,0.386655288622,1.28078996522
1.60416627,-9.03196907,-13.7477732,0.770069672184,-0.0432168867026,0.393630051726
2.28589177,-4.3334775,-4.67972326,0.777990770253,0.397933799151,1.16499419248
1.88167274,-6.47663307,-7.86217451,0.749775154095,0.375672940637,0.739769572575
1.90544116,-6.18933678,-6.43686676,0.809964554258,0.359311724177,0.879173220399
-2.52938461,-6.99162769,-19.2850838,0.670330181188,-0.0780813466487,0.0193721238291
5.00982666,-2.61398101,-0.96339488,0.22568654314,0.545701889239,1.58414461241
0.304521739,-8.19507217,-12.2755365,0.645602926941,0.031744054356,0.529561980483
0.482253015,-5.98766518,-10.2329531,0.67222839909,0.110792036113,0.62718403064
0.275318742,-7.31175518,-9.75378132,0.774521582423,0.0857954929772,0.575943814282
2.90839815,-4.96154833,-6.69171858,0.435161011654,0.367663197469,1.09767558483
3.95925474,-3.55738664,-1.54702413,0.490327549228,0.669501370074,1.56322407076
-3.74316692,-6.96150541,-17.5523491,0.70687181285,-0.185612881214,0.022199035794
0.758184969,-7.82802868,-11.7487202,0.857636696718,0.0719718403828,0.528990826018
-0.0621191189,-7.83999014,-11.718461,0.683248437029,0.0175825271986,0.49194057755
0.456263036,-7.49786377,-12.52913,0.782379613487,0.118645039462,0.513596260173
0.135145947,-8.77644825,-14.0442982,0.855669455335,-0.175768619156,0.315589239061
0.102760203,-6.63757753,-11.5073347,0.772043196206,-0.0673739339069,0.563957816551
-4.38180542,-10.4683914,-18.0670128,0.605289498115,-0.104166294204,-0.0242354962479
0.0916256532,-7.3503871,-11.5783167,0.648130916599,-0.0119770846706,0.591724820187
-8.55637646,-8.91546154,-16.7179165,0.696976698842,-0.194161633122,-0.163197862239
-0.531526744,-8.04183674,-11.1762371,0.779063321034,0.0980444686185,0.471458696188
0.843702137,-7.04419947,-7.27084541,0.813759605208,0.248582215028,0.783243708972
0.0895219743,-7.80318642,-13.2730227,0.74122003881,-0.0427269096044,0.509930609134
0.130435705,-7.48569155,-12.3102341,0.786219370094,0.109773587678,0.399892759213
0.771932185,-8.17302895,-10.8387127,0.754368864838,0.160618693935,0.536682457507
-3.09791017,-7.16612387,-18.1195984,0.731352504252,-0.0882239592137,0.00414533751624
0.0954500064,-7.24791002,-11.9840384,0.669171020883,0.0619665812827,0.589457338159
-6.52288294,-7.76723099,-16.0795708,0.780072885016,-0.213656874918,-0.0567854806665
3.45566583,-4.31953812,-2.3789587,0.525382980607,0.673318284608,1.38350691926
0.339704573,-6.70399141,-13.4113512,0.820544433167,0.0621795552668,0.471794755362
-0.835754752,-9.9414854,-15.3384018,0.767043097624,-0.0259636930997,0.220077658421
0.666685522,-7.86012602,-11.9503155,0.724877712509,0.103834599726,0.513299158709
2.41268468,-6.64039564,-4.72029448,0.639634425022,0.577701621881,0.991068618425
-1.96064901,-10.877553,-11.6393881,0.738249109719,0.0516688655404,0.363774281751
1.13295507,-10.0177155,-13.7304735,0.777427327126,0.101683317651,0.46602267548
3.12420082,-6.9755559,-8.93776989,0.765049827401,0.233985861437,0.970954249001
2.15816951,-8.30011559,-12.2603588,0.832781757854,0.168382358689,0.601659095088
3.4741807,-6.71032286,-4.74044037,0.679894614495,0.45847447317,1.08613175123
4.5785408,-4.67645741,-3.12834263,0.462775487781,0.589747628173,1.31509242684
3.88718033,0.0203909501,3.53394389,-0.282515693763,0.868945479409,1.3705134375
0.815902412,-10.4368439,-17.0284977,0.691250391328,0.0362629765609,0.295767932032
2.81537437,-6.80028057,-9.20669174,0.766394231992,0.259262688347,0.834854654514
2.61928844,-4.24559116,-6.34334278,0.684446715452,0.465073974499,1.0985039468
3.17306209,-6.56711006,-9.49060822,0.615652350603,0.280284047375,0.78364634327
3.87686038,-7.40137911,-13.187561,0.675331744828,0.0486762822506,0.631177741316
6.07669973,-3.5571959,-2.52923536,0.274212887665,0.553019239045,1.38402516481
3.45421362,-3.89780617,-1.72123933,0.378453773105,0.914913743376,1.47287181057
1.72537243,-6.59237051,-12.3283434,0.592532377266,0.102559120233,0.718525541842
4.99558544,-0.267002761,3.20533586,-0.416489437763,0.874067220581,1.29863701838
-4.44466925,-9.47245693,-20.6204338,0.622841283264,-0.118618951806,0.040313126778
3.81280208,0.695653856,4.75304985,-0.67459533396,0.739737020484,1.14326691718
3.78062987,-7.4011569,-10.0466957,0.612845085601,0.255697757907,0.796266235237
2.62741089,-3.37004566,-3.70384145,0.611610581748,0.587445102386,1.45342295176
2.32005715,-7.6316576,-8.31128407,0.594173023,0.362505145317,0.815352112559
2.67370582,-6.52588844,-9.14983749,0.72698740672,0.384111059812,0.776707561242
3.19616961,-6.69687176,-8.41403484,0.612611499748,0.27634020321,0.879167103514
3.51458645,-7.28433275,-9.22162533,0.763425906854,0.296872036634,0.880811256833
2.253196,-8.76819706,-12.6738377,0.633658496221,0.139040376534,0.565366918959
2.95292807,-6.98149252,-9.44021416,0.706657641688,0.311051538983,0.783670163829
