lat-1,lon-1,lat-2,lon-2,lat-3,lon-3,lat-4,lon-4,lat-5,lon-5,lat-6,lon-6,lat-7,lon-7,lat-8,lon-8,lat-9,lon-9,lat-10,lon-10,lat-11,lon-11,lat-12,lon-12,lat-13,lon-13,lat-14,lon-14,lat-15,lon-15,lat-16,lon-16,lat-17,lon-17,lat-18,lon-18
12.83381107,25,15.65244838,25,18.80765227,25,22.29820721,25,26.092916,25,30.12236269,25,34.27890427,25,38.42603478,25,42.41536128,25,-12.83381107,25,-15.65244838,25,-18.80765227,25,-22.29820721,25,-26.092916,25,-30.12236269,25,-34.27890427,25,-38.42603478,25,-42.41536128,25
10.530573,27.5,12.78165111,27.5,15.45596128,27.5,18.62364074,27.5,22.30454678,27.5,26.44779621,27.5,30.92721327,27.5,35.55523751,27.5,40.1121232,27.5,-10.530573,27.5,-12.78165111,27.5,-15.45596128,27.5,-18.62364074,27.5,-22.30454678,27.5,-26.44779621,27.5,-30.92721327,27.5,-35.55523751,27.5,-40.1121232,27.5
8.36949339,30,10.0880427,30,12.31114047,30,15.17587268,30,18.75,30,23.00002816,30,27.78239246,30,32.8616291,30,37.95104359,30,-8.36949339,30,-10.0880427,30,-12.31114047,30,-15.17587268,30,-18.75,30,-23.00002816,30,-27.78239246,30,-32.8616291,30,-37.95104359,30
6.416235563,32.5,7.653467094,32.5,9.468743617,32.5,12.05966173,32.5,15.53727878,32.5,19.8838172,32.5,24.93999561,32.5,30.4270535,32.5,35.99778577,32.5,-6.416235563,32.5,-7.653467094,32.5,-9.468743617,32.5,-12.05966173,32.5,-15.53727878,32.5,-19.8838172,32.5,-24.93999561,32.5,-30.4270535,32.5,-35.99778577,32.5
4.730148269,35,5.551897632,35,7.01513552,35,9.369692375,35,12.76400003,35,17.19384785,35,22.48638751,35,28.32548404,35,34.31169847,35,-4.730148269,35,-5.551897632,35,-7.01513552,35,-9.369692375,35,-12.76400003,35,-17.19384785,35,-22.48638751,35,-28.32548404,35,-34.31169847,35
3.362462415,37.5,3.84718944,37.5,5.024867819,37.5,7.187697975,37.5,10.51442841,37.5,15.01185345,37.5,20.49611981,37.5,26.62077584,37.5,32.94401262,37.5,-3.362462415,37.5,-3.84718944,37.5,-5.024867819,37.5,-7.187697975,37.5,-10.51442841,37.5,-15.01185345,37.5,-20.49611981,37.5,-26.62077584,37.5,-32.94401262,37.5
2.354734444,40,2.591139213,40,3.558413789,40,5.579977327,40,8.856916032,40,13.4041328,40,19.02966578,40,25.36472562,40,31.93628465,40,-2.354734444,40,-2.591139213,40,-3.558413789,40,-5.579977327,40,-8.856916032,40,-13.4041328,40,-19.02966578,40,-25.36472562,40,-31.93628465,40
1.737583661,42.5,1.821911402,42.5,2.660330895,42.5,4.595380207,42.5,7.841825557,42.5,12.41953568,42.5,18.13158289,42.5,24.59549781,42.5,31.31913386,42.5,-1.737583661,42.5,-1.821911402,42.5,-2.660330895,42.5,-4.595380207,42.5,-7.841825557,42.5,-12.41953568,42.5,-18.13158289,42.5,-24.59549781,42.5,-31.31913386,42.5
1.529761881,45,1.562878605,45,2.357906931,45,4.263823103,45,7.5,45,12.08797858,45,17.82915892,45,24.33646501,45,31.11131208,45,-1.529761881,45,-1.562878605,45,-2.357906931,45,-4.263823103,45,-7.5,45,-12.08797858,45,-17.82915892,45,-24.33646501,45,-31.11131208,45
1.737583661,47.5,1.821911402,47.5,2.660330895,47.5,4.595380207,47.5,7.841825557,47.5,12.41953568,47.5,18.13158289,47.5,24.59549781,47.5,31.31913386,47.5,-1.737583661,47.5,-1.821911402,47.5,-2.660330895,47.5,-4.595380207,47.5,-7.841825557,47.5,-12.41953568,47.5,-18.13158289,47.5,-24.59549781,47.5,-31.31913386,47.5
2.354734444,50,2.591139213,50,3.558413789,50,5.579977327,50,8.856916032,50,13.4041328,50,19.02966578,50,25.36472562,50,31.93628465,50,-2.354734444,50,-2.591139213,50,-3.558413789,50,-5.579977327,50,-8.856916032,50,-13.4041328,50,-19.02966578,50,-25.36472562,50,-31.93628465,50
3.362462415,52.5,3.84718944,52.5,5.024867819,52.5,7.187697975,52.5,10.51442841,52.5,15.01185345,52.5,20.49611981,52.5,26.62077584,52.5,32.94401262,52.5,-3.362462415,52.5,-3.84718944,52.5,-5.024867819,52.5,-7.187697975,52.5,-10.51442841,52.5,-15.01185345,52.5,-20.49611981,52.5,-26.62077584,52.5,-32.94401262,52.5
4.730148269,55,5.551897632,55,7.01513552,55,9.369692375,55,12.76400003,55,17.19384785,55,22.48638751,55,28.32548404,55,34.31169847,55,-4.730148269,55,-5.551897632,55,-7.01513552,55,-9.369692375,55,-12.76400003,55,-17.19384785,55,-22.48638751,55,-28.32548404,55,-34.31169847,55
6.416235563,57.5,7.653467094,57.5,9.468743617,57.5,12.05966173,57.5,15.53727878,57.5,19.8838172,57.5,24.93999561,57.5,30.4270535,57.5,35.99778577,57.5,-6.416235563,57.5,-7.653467094,57.5,-9.468743617,57.5,-12.05966173,57.5,-15.53727878,57.5,-19.8838172,57.5,-24.93999561,57.5,-30.4270535,57.5,-35.99778577,57.5
8.36949339,60,10.0880427,60,12.31114047,60,15.17587268,60,18.75,60,23.00002816,60,27.78239246,60,32.8616291,60,37.95104359,60,-8.36949339,60,-10.0880427,60,-12.31114047,60,-15.17587268,60,-18.75,60,-23.00002816,60,-27.78239246,60,-32.8616291,60,-37.95104359,60
10.530573,62.5,12.78165111,62.5,15.45596128,62.5,18.62364074,62.5,22.30454678,62.5,26.44779621,62.5,30.92721327,62.5,35.55523751,62.5,40.1121232,62.5,-10.530573,62.5,-12.78165111,62.5,-15.45596128,62.5,-18.62364074,62.5,-22.30454678,62.5,-26.44779621,62.5,-30.92721327,62.5,-35.55523751,62.5,-40.1121232,62.5
12.83381107,65,15.65244838,65,18.80765227,65,22.29820721,65,26.092916,65,30.12236269,65,34.27890427,65,38.42603478,65,42.41536128,65,-12.83381107,65,-15.65244838,65,-18.80765227,65,-22.29820721,65,-26.092916,65,-30.12236269,65,-34.27890427,65,-38.42603478,65,-42.41536128,65
15.2092249,67.5,18.6132068,67.5,22.264374,67.5,26.08792226,67.5,30,67.5,33.91207774,67.5,37.735626,67.5,41.3867932,67.5,44.7907751,67.5,-15.2092249,67.5,-18.6132068,67.5,-22.264374,67.5,-26.08792226,67.5,-30,67.5,-33.91207774,67.5,-37.735626,67.5,-41.3867932,67.5,-44.7907751,67.5
17.58463872,70,21.57396522,70,25.72109573,70,29.87763731,70,33.907084,70,37.70179279,70,41.19234773,70,44.34755162,70,47.16618893,70,-17.58463872,70,-21.57396522,70,-25.72109573,70,-29.87763731,70,-33.907084,70,-37.70179279,70,-41.19234773,70,-44.34755162,70,-47.16618893,70
19.8878768,72.5,24.44476249,72.5,29.07278673,72.5,33.55220379,72.5,37.69545322,72.5,41.37635926,72.5,44.54403872,72.5,47.21834889,72.5,49.469427,72.5,-19.8878768,72.5,-24.44476249,72.5,-29.07278673,72.5,-33.55220379,72.5,-37.69545322,72.5,-41.37635926,72.5,-44.54403872,72.5,-47.21834889,72.5,-49.469427,72.5
22.04895641,75,27.1383709,75,32.21760754,75,36.99997184,75,41.25,75,44.82412732,75,47.68885953,75,49.9119573,75,51.63050661,75,-22.04895641,75,-27.1383709,75,-32.21760754,75,-36.99997184,75,-41.25,75,-44.82412732,75,-47.68885953,75,-49.9119573,75,-51.63050661,75
24.00221423,77.5,29.5729465,77.5,35.06000439,77.5,40.1161828,77.5,44.46272122,77.5,47.94033827,77.5,50.53125638,77.5,52.34653291,77.5,53.58376444,77.5,-24.00221423,77.5,-29.5729465,77.5,-35.06000439,77.5,-40.1161828,77.5,-44.46272122,77.5,-47.94033827,77.5,-50.53125638,77.5,-52.34653291,77.5,-53.58376444,77.5
25.68830153,80,31.67451596,80,37.51361249,80,42.80615215,80,47.23599997,80,50.63030762,80,52.98486448,80,54.44810237,80,55.26985173,80,-25.68830153,80,-31.67451596,80,-37.51361249,80,-42.80615215,80,-47.23599997,80,-50.63030762,80,-52.98486448,80,-54.44810237,80,-55.26985173,80
27.05598738,82.5,33.37922416,82.5,39.50388019,82.5,44.98814655,82.5,49.48557159,82.5,52.81230202,82.5,54.97513218,82.5,56.15281056,82.5,56.63753759,82.5,-27.05598738,82.5,-33.37922416,82.5,-39.50388019,82.5,-44.98814655,82.5,-49.48557159,82.5,-52.81230202,82.5,-54.97513218,82.5,-56.15281056,82.5,-56.63753759,82.5
28.06371535,85,34.63527438,85,40.97033422,85,46.5958672,85,51.14308397,85,54.42002267,85,56.44158621,85,57.40886079,85,57.64526556,85,-28.06371535,85,-34.63527438,85,-40.97033422,85,-46.5958672,85,-51.14308397,85,-54.42002267,85,-56.44158621,85,-57.40886079,85,-57.64526556,85
28.68086614,87.5,35.40450219,87.5,41.86841711,87.5,47.58046432,87.5,52.15817444,87.5,55.40461979,87.5,57.3396691,87.5,58.1780886,87.5,58.26241634,87.5,-28.68086614,87.5,-35.40450219,87.5,-41.86841711,87.5,-47.58046432,87.5,-52.15817444,87.5,-55.40461979,87.5,-57.3396691,87.5,-58.1780886,87.5,-58.26241634,87.5
28.88868792,90,35.66353499,90,42.17084108,90,47.91202142,90,52.5,90,55.7361769,90,57.64209307,90,58.4371214,90,58.47023812,90,-28.88868792,90,-35.66353499,90,-42.17084108,90,-47.91202142,90,-52.5,90,-55.7361769,90,-57.64209307,90,-58.4371214,90,-58.47023812,90
28.68086614,92.5,35.40450219,92.5,41.86841711,92.5,47.58046432,92.5,52.15817444,92.5,55.40461979,92.5,57.3396691,92.5,58.1780886,92.5,58.26241634,92.5,-28.68086614,92.5,-35.40450219,92.5,-41.86841711,92.5,-47.58046432,92.5,-52.15817444,92.5,-55.40461979,92.5,-57.3396691,92.5,-58.1780886,92.5,-58.26241634,92.5
28.06371535,95,34.63527438,95,40.97033422,95,46.5958672,95,51.14308397,95,54.42002267,95,56.44158621,95,57.40886079,95,57.64526556,95,-28.06371535,95,-34.63527438,95,-40.97033422,95,-46.5958672,95,-51.14308397,95,-54.42002267,95,-56.44158621,95,-57.40886079,95,-57.64526556,95
27.05598738,97.5,33.37922416,97.5,39.50388019,97.5,44.98814655,97.5,49.48557159,97.5,52.81230202,97.5,54.97513218,97.5,56.15281056,97.5,56.63753759,97.5,-27.05598738,97.5,-33.37922416,97.5,-39.50388019,97.5,-44.98814655,97.5,-49.48557159,97.5,-52.81230202,97.5,-54.97513218,97.5,-56.15281056,97.5,-56.63753759,97.5
25.68830153,100,31.67451596,100,37.51361249,100,42.80615215,100,47.23599997,100,50.63030762,100,52.98486448,100,54.44810237,100,55.26985173,100,-25.68830153,100,-31.67451596,100,-37.51361249,100,-42.80615215,100,-47.23599997,100,-50.63030762,100,-52.98486448,100,-54.44810237,100,-55.26985173,100
24.00221423,102.5,29.5729465,102.5,35.06000439,102.5,40.1161828,102.5,44.46272122,102.5,47.94033827,102.5,50.53125638,102.5,52.34653291,102.5,53.58376444,102.5,-24.00221423,102.5,-29.5729465,102.5,-35.06000439,102.5,-40.1161828,102.5,-44.46272122,102.5,-47.94033827,102.5,-50.53125638,102.5,-52.34653291,102.5,-53.58376444,102.5
22.04895641,105,27.1383709,105,32.21760754,105,36.99997184,105,41.25,105,44.82412732,105,47.68885953,105,49.9119573,105,51.63050661,105,-22.04895641,105,-27.1383709,105,-32.21760754,105,-36.99997184,105,-41.25,105,-44.82412732,105,-47.68885953,105,-49.9119573,105,-51.63050661,105
19.8878768,107.5,24.44476249,107.5,29.07278673,107.5,33.55220379,107.5,37.69545322,107.5,41.37635926,107.5,44.54403872,107.5,47.21834889,107.5,49.469427,107.5,-19.8878768,107.5,-24.44476249,107.5,-29.07278673,107.5,-33.55220379,107.5,-37.69545322,107.5,-41.37635926,107.5,-44.54403872,107.5,-47.21834889,107.5,-49.469427,107.5
17.58463872,110,21.57396522,110,25.72109573,110,29.87763731,110,33.907084,110,37.70179279,110,41.19234773,110,44.34755162,110,47.16618893,110,-17.58463872,110,-21.57396522,110,-25.72109573,110,-29.87763731,110,-33.907084,110,-37.70179279,110,-41.19234773,110,-44.34755162,110,-47.16618893,110
15.2092249,112.5,18.6132068,112.5,22.264374,112.5,26.08792226,112.5,30,112.5,33.91207774,112.5,37.735626,112.5,41.3867932,112.5,44.7907751,112.5,-15.2092249,112.5,-18.6132068,112.5,-22.264374,112.5,-26.08792226,112.5,-30,112.5,-33.91207774,112.5,-37.735626,112.5,-41.3867932,112.5,-44.7907751,112.5
12.83381107,115,15.65244838,115,18.80765227,115,22.29820721,115,26.092916,115,30.12236269,115,34.27890427,115,38.42603478,115,42.41536128,115,-12.83381107,115,-15.65244838,115,-18.80765227,115,-22.29820721,115,-26.092916,115,-30.12236269,115,-34.27890427,115,-38.42603478,115,-42.41536128,115
10.530573,117.5,12.78165111,117.5,15.45596128,117.5,18.62364074,117.5,22.30454678,117.5,26.44779621,117.5,30.92721327,117.5,35.55523751,117.5,40.1121232,117.5,-10.530573,117.5,-12.78165111,117.5,-15.45596128,117.5,-18.62364074,117.5,-22.30454678,117.5,-26.44779621,117.5,-30.92721327,117.5,-35.55523751,117.5,-40.1121232,117.5
8.36949339,120,10.0880427,120,12.31114047,120,15.17587268,120,18.75,120,23.00002816,120,27.78239246,120,32.8616291,120,37.95104359,120,-8.36949339,120,-10.0880427,120,-12.31114047,120,-15.17587268,120,-18.75,120,-23.00002816,120,-27.78239246,120,-32.8616291,120,-37.95104359,120
6.416235563,122.5,7.653467094,122.5,9.468743617,122.5,12.05966173,122.5,15.53727878,122.5,19.8838172,122.5,24.93999561,122.5,30.4270535,122.5,35.99778577,122.5,-6.416235563,122.5,-7.653467094,122.5,-9.468743617,122.5,-12.05966173,122.5,-15.53727878,122.5,-19.8838172,122.5,-24.93999561,122.5,-30.4270535,122.5,-35.99778577,122.5
4.730148269,125,5.551897632,125,7.01513552,125,9.369692375,125,12.76400003,125,17.19384785,125,22.48638751,125,28.32548404,125,34.31169847,125,-4.730148269,125,-5.551897632,125,-7.01513552,125,-9.369692375,125,-12.76400003,125,-17.19384785,125,-22.48638751,125,-28.32548404,125,-34.31169847,125
3.362462415,127.5,3.84718944,127.5,5.024867819,127.5,7.187697975,127.5,10.51442841,127.5,15.01185345,127.5,20.49611981,127.5,26.62077584,127.5,32.94401262,127.5,-3.362462415,127.5,-3.84718944,127.5,-5.024867819,127.5,-7.187697975,127.5,-10.51442841,127.5,-15.01185345,127.5,-20.49611981,127.5,-26.62077584,127.5,-32.94401262,127.5
2.354734444,130,2.591139213,130,3.558413789,130,5.579977327,130,8.856916032,130,13.4041328,130,19.02966578,130,25.36472562,130,31.93628465,130,-2.354734444,130,-2.591139213,130,-3.558413789,130,-5.579977327,130,-8.856916032,130,-13.4041328,130,-19.02966578,130,-25.36472562,130,-31.93628465,130
1.737583661,132.5,1.821911402,132.5,2.660330895,132.5,4.595380207,132.5,7.841825557,132.5,12.41953568,132.5,18.13158289,132.5,24.59549781,132.5,31.31913386,132.5,-1.737583661,132.5,-1.821911402,132.5,-2.660330895,132.5,-4.595380207,132.5,-7.841825557,132.5,-12.41953568,132.5,-18.13158289,132.5,-24.59549781,132.5,-31.31913386,132.5
1.529761881,135,1.562878605,135,2.357906931,135,4.263823103,135,7.5,135,12.08797858,135,17.82915892,135,24.33646501,135,31.11131208,135,-1.529761881,135,-1.562878605,135,-2.357906931,135,-4.263823103,135,-7.5,135,-12.08797858,135,-17.82915892,135,-24.33646501,135,-31.11131208,135
1.737583661,137.5,1.821911402,137.5,2.660330895,137.5,4.595380207,137.5,7.841825557,137.5,12.41953568,137.5,18.13158289,137.5,24.59549781,137.5,31.31913386,137.5,-1.737583661,137.5,-1.821911402,137.5,-2.660330895,137.5,-4.595380207,137.5,-7.841825557,137.5,-12.41953568,137.5,-18.13158289,137.5,-24.59549781,137.5,-31.31913386,137.5
2.354734444,140,2.591139213,140,3.558413789,140,5.579977327,140,8.856916032,140,13.4041328,140,19.02966578,140,25.36472562,140,31.93628465,140,-2.354734444,140,-2.591139213,140,-3.558413789,140,-5.579977327,140,-8.856916032,140,-13.4041328,140,-19.02966578,140,-25.36472562,140,-31.93628465,140
3.362462415,142.5,3.84718944,142.5,5.024867819,142.5,7.187697975,142.5,10.51442841,142.5,15.01185345,142.5,20.49611981,142.5,26.62077584,142.5,32.94401262,142.5,-3.362462415,142.5,-3.84718944,142.5,-5.024867819,142.5,-7.187697975,142.5,-10.51442841,142.5,-15.01185345,142.5,-20.49611981,142.5,-26.62077584,142.5,-32.94401262,142.5
4.730148269,145,5.551897632,145,7.01513552,145,9.369692375,145,12.76400003,145,17.19384785,145,22.48638751,145,28.32548404,145,34.31169847,145,-4.730148269,145,-5.551897632,145,-7.01513552,145,-9.369692375,145,-12.76400003,145,-17.19384785,145,-22.48638751,145,-28.32548404,145,-34.31169847,145
6.416235563,147.5,7.653467094,147.5,9.468743617,147.5,12.05966173,147.5,15.53727878,147.5,19.8838172,147.5,24.93999561,147.5,30.4270535,147.5,35.99778577,147.5,-6.416235563,147.5,-7.653467094,147.5,-9.468743617,147.5,-12.05966173,147.5,-15.53727878,147.5,-19.8838172,147.5,-24.93999561,147.5,-30.4270535,147.5,-35.99778577,147.5
8.36949339,150,10.0880427,150,12.31114047,150,15.17587268,150,18.75,150,23.00002816,150,27.78239246,150,32.8616291,150,37.95104359,150,-8.36949339,150,-10.0880427,150,-12.31114047,150,-15.17587268,150,-18.75,150,-23.00002816,150,-27.78239246,150,-32.8616291,150,-37.95104359,150
10.530573,152.5,12.78165111,152.5,15.45596128,152.5,18.62364074,152.5,22.30454678,152.5,26.44779621,152.5,30.92721327,152.5,35.55523751,152.5,40.1121232,152.5,-10.530573,152.5,-12.78165111,152.5,-15.45596128,152.5,-18.62364074,152.5,-22.30454678,152.5,-26.44779621,152.5,-30.92721327,152.5,-35.55523751,152.5,-40.1121232,152.5
12.83381107,155,15.65244838,155,18.80765227,155,22.29820721,155,26.092916,155,30.12236269,155,34.27890427,155,38.42603478,155,42.41536128,155,-12.83381107,155,-15.65244838,155,-18.80765227,155,-22.29820721,155,-26.092916,155,-30.12236269,155,-34.27890427,155,-38.42603478,155,-42.41536128,155
15.2092249,157.5,18.6132068,157.5,22.264374,157.5,26.08792226,157.5,30,157.5,33.91207774,157.5,37.735626,157.5,41.3867932,157.5,44.7907751,157.5,-15.2092249,157.5,-18.6132068,157.5,-22.264374,157.5,-26.08792226,157.5,-30,157.5,-33.91207774,157.5,-37.735626,157.5,-41.3867932,157.5,-44.7907751,157.5
17.58463872,160,21.57396522,160,25.72109573,160,29.87763731,160,33.907084,160,37.70179279,160,41.19234773,160,44.34755162,160,47.16618893,160,-17.58463872,160,-21.57396522,160,-25.72109573,160,-29.87763731,160,-33.907084,160,-37.70179279,160,-41.19234773,160,-44.34755162,160,-47.16618893,160
19.8878768,162.5,24.44476249,162.5,29.07278673,162.5,33.55220379,162.5,37.69545322,162.5,41.37635926,162.5,44.54403872,162.5,47.21834889,162.5,49.469427,162.5,-19.8878768,162.5,-24.44476249,162.5,-29.07278673,162.5,-33.55220379,162.5,-37.69545322,162.5,-41.37635926,162.5,-44.54403872,162.5,-47.21834889,162.5,-49.469427,162.5
22.04895641,165,27.1383709,165,32.21760754,165,36.99997184,165,41.25,165,44.82412732,165,47.68885953,165,49.9119573,165,51.63050661,165,-22.04895641,165,-27.1383709,165,-32.21760754,165,-36.99997184,165,-41.25,165,-44.82412732,165,-47.68885953,165,-49.9119573,165,-51.63050661,165
24.00221423,167.5,29.5729465,167.5,35.06000439,167.5,40.1161828,167.5,44.46272122,167.5,47.94033827,167.5,50.53125638,167.5,52.34653291,167.5,53.58376444,167.5,-24.00221423,167.5,-29.5729465,167.5,-35.06000439,167.5,-40.1161828,167.5,-44.46272122,167.5,-47.94033827,167.5,-50.53125638,167.5,-52.34653291,167.5,-53.58376444,167.5
25.68830153,170,31.67451596,170,37.51361249,170,42.80615215,170,47.23599997,170,50.63030762,170,52.98486448,170,54.44810237,170,55.26985173,170,-25.68830153,170,-31.67451596,170,-37.51361249,170,-42.80615215,170,-47.23599997,170,-50.63030762,170,-52.98486448,170,-54.44810237,170,-55.26985173,170
27.05598738,172.5,33.37922416,172.5,39.50388019,172.5,44.98814655,172.5,49.48557159,172.5,52.81230202,172.5,54.97513218,172.5,56.15281056,172.5,56.63753759,172.5,-27.05598738,172.5,-33.37922416,172.5,-39.50388019,172.5,-44.98814655,172.5,-49.48557159,172.5,-52.81230202,172.5,-54.97513218,172.5,-56.15281056,172.5,-56.63753759,172.5
28.06371535,175,34.63527438,175,40.97033422,175,46.5958672,175,51.14308397,175,54.42002267,175,56.44158621,175,57.40886079,175,57.64526556,175,-28.06371535,175,-34.63527438,175,-40.97033422,175,-46.5958672,175,-51.14308397,175,-54.42002267,175,-56.44158621,175,-57.40886079,175,-57.64526556,175
28.68086614,177.5,35.40450219,177.5,41.86841711,177.5,47.58046432,177.5,52.15817444,177.5,55.40461979,177.5,57.3396691,177.5,58.1780886,177.5,58.26241634,177.5,-28.68086614,177.5,-35.40450219,177.5,-41.86841711,177.5,-47.58046432,177.5,-52.15817444,177.5,-55.40461979,177.5,-57.3396691,177.5,-58.1780886,177.5,-58.26241634,177.5
28.88868792,180,35.66353499,180,42.17084108,180,47.91202142,180,52.5,180,55.7361769,180,57.64209307,180,58.4371214,180,58.47023812,180,-28.88868792,180,-35.66353499,180,-42.17084108,180,-47.91202142,180,-52.5,180,-55.7361769,180,-57.64209307,180,-58.4371214,180,-58.47023812,180
28.68086614,182.5,35.40450219,182.5,41.86841711,182.5,47.58046432,182.5,52.15817444,182.5,55.40461979,182.5,57.3396691,182.5,58.1780886,182.5,58.26241634,182.5,-28.68086614,182.5,-35.40450219,182.5,-41.86841711,182.5,-47.58046432,182.5,-52.15817444,182.5,-55.40461979,182.5,-57.3396691,182.5,-58.1780886,182.5,-58.26241634,182.5
28.06371535,185,34.63527438,185,40.97033422,185,46.5958672,185,51.14308397,185,54.42002267,185,56.44158621,185,57.40886079,185,57.64526556,185,-28.06371535,185,-34.63527438,185,-40.97033422,185,-46.5958672,185,-51.14308397,185,-54.42002267,185,-56.44158621,185,-57.40886079,185,-57.64526556,185
27.05598738,187.5,33.37922416,187.5,39.50388019,187.5,44.98814655,187.5,49.48557159,187.5,52.81230202,187.5,54.97513218,187.5,56.15281056,187.5,56.63753759,187.5,-27.05598738,187.5,-33.37922416,187.5,-39.50388019,187.5,-44.98814655,187.5,-49.48557159,187.5,-52.81230202,187.5,-54.97513218,187.5,-56.15281056,187.5,-56.63753759,187.5
25.68830153,190,31.67451596,190,37.51361249,190,42.80615215,190,47.23599997,190,50.63030762,190,52.98486448,190,54.44810237,190,55.26985173,190,-25.68830153,190,-31.67451596,190,-37.51361249,190,-42.80615215,190,-47.23599997,190,-50.63030762,190,-52.98486448,190,-54.44810237,190,-55.26985173,190
24.00221423,192.5,29.5729465,192.5,35.06000439,192.5,40.1161828,192.5,44.46272122,192.5,47.94033827,192.5,50.53125638,192.5,52.34653291,192.5,53.58376444,192.5,-24.00221423,192.5,-29.5729465,192.5,-35.06000439,192.5,-40.1161828,192.5,-44.46272122,192.5,-47.94033827,192.5,-50.53125638,192.5,-52.34653291,192.5,-53.58376444,192.5
22.04895641,195,27.1383709,195,32.21760754,195,36.99997184,195,41.25,195,44.82412732,195,47.68885953,195,49.9119573,195,51.63050661,195,-22.04895641,195,-27.1383709,195,-32.21760754,195,-36.99997184,195,-41.25,195,-44.82412732,195,-47.68885953,195,-49.9119573,195,-51.63050661,195
19.8878768,197.5,24.44476249,197.5,29.07278673,197.5,33.55220379,197.5,37.69545322,197.5,41.37635926,197.5,44.54403872,197.5,47.21834889,197.5,49.469427,197.5,-19.8878768,197.5,-24.44476249,197.5,-29.07278673,197.5,-33.55220379,197.5,-37.69545322,197.5,-41.37635926,197.5,-44.54403872,197.5,-47.21834889,197.5,-49.469427,197.5
