centroid_lat,centroid_lon,car_hours,peak_hour
45.53453717264379,-73.59256240577943,1286.8333333332805,5
45.53658915333014,-73.62157941242943,1489.1666666664298,18
45.534297593562314,-73.61041764596348,1796.91666666615,5
45.52410832338415,-73.58731842223665,1298.2499999999368,2
45.47265626277289,-73.62370107695057,921.583333333473,20
45.50559257327809,-73.62277637402323,605.5833333333293,12
45.51901074555018,-73.57542843260613,1245.1666666666517,1
45.52540175130616,-73.61022133725439,1261.9166666666365,4
45.54048050327387,-73.63688048862373,1705.4999999995664,21
45.48335540200465,-73.58250497434213,1363.999999999877,16
45.54220224528534,-73.61142929406647,790.9166666667469,7
45.519876273318,-73.5829101943345,1067.7500000001464,3
45.55095552442233,-73.59145464281357,1320.4999999999166,5
45.51670639951611,-73.57855556771429,1317.416666666586,16
45.53834507417609,-73.57053862449274,1404.3333333331736,1
45.54348593525155,-73.57027313720633,648.6666666666822,2
45.499335181599186,-73.62608825396849,309.7499999999994,2
45.57484789346844,-73.5635392336782,484.9999999999595,9
45.47790745068288,-73.62640937405116,439.33333333330324,4
45.54237585056225,-73.55538289355314,814.1666666667575,5
45.46417997825538,-73.62592082119164,1264.4166666666342,5
45.48897149612501,-73.62783793313959,655.583333333352,5
45.570596118677166,-73.52828137402979,342.66666666665856,0
45.549545481512375,-73.56715045890071,626.5000000000055,2
45.56161463008111,-73.57406730167698,1059.9166666668202,2
45.48012052331579,-73.57250207253963,321.66666666666333,14
45.546769706786165,-73.53904284095108,676.4166666666948,3
45.47728503507936,-73.58122340486779,201.91666666667214,10
45.582073874173176,-73.54826893987729,1223.916666666671,21
45.539031747248764,-73.60093377104955,1687.4166666662495,2
45.510890621674776,-73.57633721593862,1112.583333333439,15
45.51923221924688,-73.57244658989525,466.7499999999637,21
45.55028382655888,-73.60783357287939,785.0833333334109,3
45.554677131421606,-73.54632265433347,1800.833333332813,4
45.509217063208105,-73.61862500763353,1364.5833333332098,5
45.54493929194947,-73.62750959017946,2299.7499999997126,3
45.55102553790574,-73.56330138226609,1038.7500000001728,2
45.464276604795955,-73.64748824071867,722.8333333333826,4
45.53566818785226,-73.56861361257508,1706.999999999565,3
45.5222319477743,-73.60012669507964,1231.7499999999973,3
45.53831624591015,-73.57466650421921,967.833333333494,3
45.47689750165655,-73.58830635134413,1386.5833333331898,2
45.55427699436827,-73.62166601126063,192.41666666667106,17
45.54393996853523,-73.57394431922157,291.3333333333369,2
45.54733066622103,-73.60149624886525,1370.9166666665374,5
45.531729900907436,-73.5764851307457,605.4999999999959,1
45.524053726921764,-73.5653588020603,194.08333333333792,22
45.52567648569128,-73.59003684764208,538.7499999999656,0
45.455662882205324,-73.64576984962405,33.24999999999985,19
45.514928037931,-73.5716441021712,1792.749999999487,11
45.52875593668882,-73.57904510571099,737.0833333333891,2
45.45893633874722,-73.59639171903568,1153.7500000000682,1
45.523397216893244,-73.60671288562885,886.0000000001235,21
45.53380644488978,-73.58376257412169,955.6666666668218,1
45.51698913885445,-73.58364027226557,1071.2500000001432,22
45.47417720458765,-73.59403776813,748.2500000000608,4
45.52430638232658,-73.58198744370928,1487.8333333330977,10
45.57221159337733,-73.54796924219626,835.7500000001006,20
45.531432181288466,-73.56470160854694,889.0000000001248,2
45.52029302323953,-73.59161297526235,1337.4166666665678,2
45.5428521988577,-73.60552201275355,1137.3333333334165,3
45.51177396205147,-73.63749469512531,966.25000000016,20
45.476699804159765,-73.61960578900425,1034.0000000001771,12
45.52527451544683,-73.5938625905676,1499.6666666664203,11
45.52904526725249,-73.56435515803537,503.58333333328864,2
45.54589006890641,-73.613329142374,894.9166666667942,3
45.54129653265394,-73.58761174867594,1749.4166666661931,3
45.52641793678303,-73.59653658066382,1879.749999999408,12
45.506014494884326,-73.62601031881215,635.1666666666761,8
45.56249120965429,-73.58319715388312,777.0833333334073,3
45.518606229301774,-73.59475241426874,1202.9166666666902,20
45.52203370353778,-73.57113021855815,560.4999999999754,3
45.52409679671165,-73.57841797764475,790.3333333334133,15
45.52247779646763,-73.57478446870938,797.5833333334166,20
45.53961066076051,-73.62661841692122,1156.5000000000657,3
45.58895991968114,-73.53758992480975,1462.9166666664537,20
45.54559560319731,-73.5672399814485,1168.0833333333885,1
45.537473700456566,-73.57729937169172,456.24999999996606,5
45.57342046906779,-73.6327727768197,1019.7500000001843,0
45.53557355419221,-73.57917172211978,1167.1666666667227,2
45.50192689559106,-73.62989603799815,478.08333333329443,5
45.55114485440528,-73.53770269990456,1599.7499999996626,3
45.53782697365083,-73.61519170037559,1578.0833333330156,5
45.52940323053624,-73.58716197505838,494.49999999995737,18
45.55301895367002,-73.58388794985183,1705.1666666662334,8
45.55058908283418,-73.57424335824136,947.6666666668182,1
45.496190836971444,-73.62436735080055,114.49999999999785,13
45.5389132118943,-73.5792013969,759.4166666667326,2
45.535798184139765,-73.58664104188827,1567.6666666663584,2
45.5313114537718,-73.58372215024325,547.9999999999698,3
45.52036705536745,-73.59761235604635,978.3333333334988,0
45.48313978581276,-73.57653648384526,673.08333333336,23
45.55297824741078,-73.59484359129024,1354.6666666665521,5
45.55430120710761,-73.56162491267922,1355.1666666665517,2
45.57092278674684,-73.57715490720366,898.0000000001289,10
45.53361097030694,-73.60106645724453,701.6666666667063,11
45.522279670736744,-73.5684337774366,873.1666666667843,21
45.57044282123756,-73.52518192920604,235.41666666667595,7
45.48626024282493,-73.63860168141315,998.6666666668414,18
45.54717058947268,-73.55625786283633,951.4166666668199,3
45.546481863801525,-73.5749389146122,795.4166666667489,2
45.495523127814025,-73.62772501663683,425.749999999973,8
45.52119924708915,-73.581789228748,1044.8333333335006,17
45.53256430507208,-73.5675347056023,694.9166666667032,5
