Year,Round,Pick,x+y/100,Overall,Team,Name,Position,POB,Height,Weight,y/x,Amatuer League,Amateur Team,Col13,Col14
2013,1,26,1.26,26,ANA,Shea Theodore,D,CAN,73,178,2.43835616438,WHL,Seattle,2.4383561644,0
2013,1,27,1.27,27,CBJ,Marko Dano,C,AUT,71,183,2.57746478873,KHL,Bratislava,2.5774647887,0
2013,1,28,1.28,28,CGY,Morgan Klimchuk,LW,CAN,71,180,2.53521126761,WHL,Regina,2.5352112676,0
2013,1,29,1.29,29,DAL,Jason Dickinson,C,CAN,73,179,2.45205479452,OHL,Guelph,2.4520547945,0
2013,1,30,1.3,30,CHI,Ryan Hartman,RW,USA,71,181,2.54929577465,OHL,Plymouth,2.5492957746,0
2013,2,1,2.01,31,FLA,Ian Mccoshen,D,USA,74,205,2.77027027027,USHL,Waterloo,2.7702702703,0
2013,2,2,2.02,32,COL,Chris Bigras,D,CAN,72,186,2.58333333333,OHL,Owen Sound,2.5833333333,0
2013,2,3,2.03,33,TBL,Adam Erne,LW,USA,72,210,2.91666666667,QMJHL,Quebec,2.9166666667,0
2013,2,4,2.04,34,MTL,Jacob De La Rose,LW,SWE,74,190,2.56756756757,Sweden D2,Leksand,2.5675675676,0
2013,2,5,2.05,35,BUF,J.T. Compher,LW,USA,70,184,2.62857142857,USHL,USA U-18,2.6285714286,0
2013,2,6,2.06,36,MTL,Zachary Fucale,G,CAN,73,181,2.47945205479,QMJHL,Halifax,2.4794520548,0
2013,2,7,2.07,37,LAK,Valentin Zykov,LW,RUS,71,209,2.94366197183,QMJHL,Baie-Comeau,2.9436619718,0
2013,2,8,2.08,38,BUF,Connor Hurley,C,USA,73,174,2.38356164384,Minnesota,Edina High,2.3835616438,0
2013,2,9,2.09,39,PHX,Laurent Dauphin,C,CAN,72,165,2.29166666667,QMJHL,Chicoutimi,2.2916666667,0
2013,2,10,2.1,40,DAL,Remi Elie,LW,CAN,72,203,2.81944444444,OHL,London,2.8194444444,0
2013,2,11,2.11,41,PHI,Robert Hagg,D,SWE,74,204,2.75675675676,Sweden Jr.,Modo Jr.,2.7567567568,0
2013,2,12,2.12,42,NJD,Steven Santini,D,USA,73,207,2.83561643836,USHL,Usa U-18,2.8356164384,0
2013,2,13,2.13,43,WPG,Nicolas Petan,C,CAN,68,165,2.42647058824,WHL,Portland,2.4264705882,0
2013,2,14,2.14,44,PIT,Tristan Jarry,G,CAN,73,183,2.50684931507,WHL,Edmonton,2.5068493151,0
2013,2,15,2.15,45,ANA,Nick Sorensen,RW,DNK,72,174,2.41666666667,QMJHL,Quebec,2.4166666667,0
2013,2,16,2.16,46,MIN,Gustav Olofsson,D,SWE,74,185,2.5,USHL,Green Bay,2.5,0
2013,2,17,2.17,47,STL,Thomas Vannelli,D,USA,74,165,2.22972972973,Minnesota,Minnetonka,2.2297297297,0
2013,2,18,2.18,48,DET,Zach Nastasiuk,RW,CAN,73,190,2.60273972603,OHL,Owen Sound,2.602739726,0
2013,2,19,2.19,49,SJS,Gabryel Paquin-Boudreau,LW,CAN,71,167,2.35211267606,QMJHL,Baie-Comeau,2.3521126761,0
2013,2,20,2.2,50,CBJ,Dillon Heatherington,D,CAN,75,196,2.61333333333,WHL,Swift Current,2.6133333333,0
2013,2,21,2.21,51,CHI,Carl Dahlstrom,D,SWE,75,211,2.81333333333,Sweden Jr.,Linkoping Jr.,2.8133333333,0
2013,2,22,2.22,52,BUF,Justin Bailey,RW,USA,75,186,2.48,OHL,Kitchener,2.48,0
2013,2,23,2.23,53,WSH,Madison Bowey,D,CAN,72,195,2.70833333333,WHL,Kelowna,2.7083333333,0
2013,2,24,2.24,54,DAL,Philippe Desrosiers,G,CAN,73,182,2.49315068493,QMJHL,Rimouski,2.4931506849,0
2013,2,25,2.25,55,MTL,Artturi Lehkonen,LW,FIN,71,163,2.29577464789,Finland,Kalpa,2.2957746479,0
2013,2,26,2.26,56,EDM,Marc-Olivier Roy,C,CAN,72,175,2.43055555556,QMJHL,Blainville-Boisbriand,2.4305555556,0
2013,2,27,2.27,57,STL,William Carrier,LW,CAN,73,198,2.71232876712,QMJHL,Cape Breton,2.7123287671,0
2013,2,28,2.28,58,DET,Tyler Bertuzzi,LW,CAN,72,178,2.47222222222,OHL,Guelph,2.4722222222,0
2013,2,29,2.29,59,WPG,Eric Comrie,G,CAN,72,167,2.31944444444,WHL,Tri-City,2.3194444444,0
2013,2,30,2.3,60,BOS,Linus Arnesson,D,SWE,74,187,2.52702702703,Sweden D2,Djurgarden,2.527027027,0
2013,2,31,2.31,61,WSH,Zachary Sanford,LW,USA,75,185,2.46666666667,EJHL,Islanders,2.4666666667,0
2013,3,1,3.01,62,PHX,Yan Pavel Laplante,C,CAN,72,178,2.47222222222,QMJHL,PEI,2.4722222222,0
2013,3,2,3.02,63,COL,Spencer Martin,G,CAN,74,198,2.67567567568,OHL,Mississauga,2.6756756757,0
2013,3,3,3.03,64,NSH,Jonathan-Ismael Diaby,D,CAN,77,223,2.8961038961,QMJHL,Victoriaville,2.8961038961,0
2013,3,4,3.04,65,NYR,Adam Tambellini,C,CAN,74,169,2.28378378378,BCHL,Surrey,2.2837837838,0
2013,3,5,3.05,66,CAR,Brett Pesce,D,USA,74,170,2.2972972973,H-EAST,New Hampshire,2.2972972973,0
2013,3,6,3.06,67,CGY,Keegan Kanzig,D,CAN,79,241,3.05063291139,WHL,Victoria,3.0506329114,0
2013,3,7,3.07,68,DAL,Niklas Hansson,D,SWE,72,175,2.43055555556,Sweden Jr.,Rogle Jr.,2.4305555556,0
2013,3,8,3.08,69,BUF,Nicholas Baptiste,RW,CAN,72,189,2.625,OHL,Sudbury,2.625,0
2013,3,9,3.09,70,NYI,Eamon Mcadam,G,USA,74,188,2.54054054054,USHL,Waterloo,2.5405405405,0
2013,3,10,3.1,71,MTL,Connor Crisp,LW,CAN,75,225,3,OHL,Erie,3,0
2013,3,11,3.11,72,PHI,Tyrell Goulbourne,LW,CAN,70,195,2.78571428571,WHL,Kelowna,2.7857142857,0
2013,3,12,3.12,73,NJD,Ryan Kujawinski,C,CAN,73,204,2.79452054795,OHL,Kingston,2.7945205479,0
2013,3,13,3.13,74,CHI,John Hayden,C,USA,74,210,2.83783783784,USHL,USA U-18,2.8378378378,0
2013,3,14,3.14,75,NYR,Pavel Buchnevich,LW,RUS,73,176,2.41095890411,Russia Jr.,Cherepovets 2,2.4109589041,0
2013,3,15,3.15,76,NYI,Taylor Cammarata,C/LW,USA,67,156,2.32835820896,USHL,Waterloo,2.328358209,0
2013,3,16,3.16,77,PIT,Jake Guentzel,C,USA,69,157,2.27536231884,USHL,Sioux City,2.2753623188,0
2013,3,17,3.17,78,OTT,Marcus Hogberg,G,SWE,76,205,2.69736842105,Sweden Jr.,Linkoping Jr.,2.6973684211,0
2013,3,18,3.18,79,DET,Mattias Janmark-Nylen,C,SWE,73,189,2.58904109589,Sweden,AIK,2.5890410959,0
2013,3,19,3.19,80,NYR,Anthony Duclair,LW,CAN,71,177,2.49295774648,QMJHL,Quebec,2.4929577465,0
2013,3,20,3.2,81,MIN,Kurtis Gabriel,RW,CAN,75,206,2.74666666667,OHL,Owen Sound,2.7466666667,0
2013,3,21,3.21,82,TOR,Carter Verhaeghe,C,CAN,73,181,2.47945205479,OHL,Niagara,2.4794520548,0
2013,3,22,3.22,83,EDM,Bogdan Yakimov,C,RUS,77,202,2.62337662338,Russia Jr.,Nizhnekamsk 2,2.6233766234,0
2013,3,23,3.23,84,WPG,James Lodge,C,USA,72,166,2.30555555556,OHL,Saginaw,2.3055555556,0
2013,3,24,3.24,85,VAN,Cole Cassels,C,USA,72,178,2.47222222222,OHL,Oshawa,2.4722222222,0
2013,3,25,3.25,86,MTL,Sven Andrighetto,RW,CHE,69,175,2.53623188406,QMJHL,Rouyn-Noranda,2.5362318841,0
2013,3,26,3.26,87,ANA,Keaton Thompson,D,USA,72,187,2.59722222222,USHL,USA U-18,2.5972222222,0
2013,3,27,3.27,88,EDM,Anton Slepyshev,LW,RUS,74,194,2.62162162162,Russia,Ufa,2.6216216216,0
2013,3,28,3.28,89,CBJ,Oliver Bjorkstrand,RW,DNK,70,166,2.37142857143,WHL,Portland,2.3714285714,0
2013,3,29,3.29,90,BOS,Peter Cehlarik,LW,SVK,74,192,2.59459459459,Sweden Jr.,Lulea Jr.,2.5945945946,0
2013,3,30,3.3,91,WPG,J.C. Lipon,RW,CAN,71,180,2.53521126761,WHL,Kamloops,2.5352112676,0
2013,4,1,4.01,92,FLA,Evan Cowley,G,CAN,75,182,2.42666666667,NAHL,Wichita Falls,2.4266666667,0
2013,4,2,4.02,93,COL,Mason Geertsen,D,CAN,75,199,2.65333333333,WHL,Vancouver,2.6533333333,0
2013,4,3,4.03,94,EDM,Jackson Houck,RW,CAN,72,186,2.58333333333,WHL,Vancouver,2.5833333333,0
2013,4,4,4.04,95,NSH,Felix Girard,C,CAN,71,190,2.67605633803,QMJHL,Baie-Comeau,2.676056338,0
2013,4,5,4.05,96,EDM,Kyle Platzer,C,CAN,71,185,2.60563380282,OHL,London,2.6056338028,0
2013,4,6,4.06,97,FLA,Michael Downing,D,USA,74,192,2.59459459459,USHL,Dubuque,2.5945945946,0
2013,4,7,4.07,98,FLA,Matt Buckles,C,CAN,73,205,2.80821917808,OJHL,St. Michaels,2.8082191781,0
2013,4,8,4.08,99,NSH,Juuse Saros,G,FIN,70,178,2.54285714286,Finland Jr.,HPK Jr.,2.5428571429,0
2013,4,9,4.09,100,NJD,Miles Wood,LW,USA,72,160,2.22222222222,Massachusetts,Nobles,2.2222222222,0
2013,4,10,4.1,101,DAL,Nicholas Paul,LW,CAN,74,202,2.72972972973,OHL,Brampton,2.7297297297,0
2013,4,11,4.11,102,OTT,Tobias Lindberg,RW,SWE,75,200,2.66666666667,Sweden Jr.,Djurgarden Jr.,2.6666666667,0
2013,4,12,4.12,103,LAK,Justin Auger,RW,CAN,78,224,2.87179487179,OHL,Guelph,2.8717948718,0
2013,4,13,4.13,104,WPG,Andrew Copp,C,USA,72,188,2.61111111111,CCHA,U Of Michigan,2.6111111111,0
2013,4,14,4.14,105,CBJ,Nick Moutrey,C/LW,CAN,74,208,2.81081081081,OHL,Saginaw,2.8108108108,0
2013,4,15,4.15,106,NYI,Stephon Williams,G,USA,73,194,2.65753424658,WCHA,Minnesota State,2.6575342466,0
2013,4,16,4.16,107,MIN,Dylan Labbe,D,CAN,73,180,2.46575342466,QMJHL,Shawinigan,2.4657534247,0
2013,4,17,4.17,108,OTT,Ben Harpur,D,CAN,77,210,2.72727272727,OHL,Guelph,2.7272727273,0
2013,4,18,4.18,109,DET,David Pope,LW,CAN,74,187,2.52702702703,BCHL,West Kelowna,2.527027027,0
2013,4,19,4.19,110,NYR,Ryan Graves,D,CAN,76,220,2.89473684211,QMJHL,PEI,2.8947368421,0
2013,4,20,4.2,111,CHI,Robin Norell,D,SWE,71,189,2.66197183099,Sweden Jr.,Djurgarden Jr.,2.661971831,0
2013,4,21,4.21,112,STL,Zachary Pochiro,LW,USA,73,159,2.17808219178,WHL,Prince George,2.1780821918,0
2013,4,22,4.22,113,EDM,Aidan Muir,LW/RW,CAN,75,182,2.42666666667,MWEHL,Victory Honda Midget,2.4266666667,0
2013,4,23,4.23,114,WPG,Jan Kostalek,D,CZE,72,181,2.51388888889,QMJHL,Rimouski,2.5138888889,0
2013,4,24,4.24,115,VAN,Jordan Subban,D,CAN,69,175,2.53623188406,OHL,Belleville,2.5362318841,0
2013,4,25,4.25,116,MTL,Martin Reway,LW,CZE,68,158,2.32352941176,QMJHL,Gatineau,2.3235294118,0
2013,4,26,4.26,117,SJS,Fredrik Bergvik,G,SWE,73,189,2.58904109589,Sweden Jr.,Frolunda Jr.,2.5890410959,0
2013,4,27,4.27,118,LAK,Hudson Fasching,RW,USA,73,213,2.91780821918,USHL,USA U-18,2.9178082192,0
2013,4,28,4.28,119,PIT,Ryan Segalla,D,USA,72,190,2.63888888889,Connecticut,Salisbury,2.6388888889,0
2013,4,29,4.29,120,BOS,Ryan Fitzgerald,C,USA,69,170,2.46376811594,EJHL,Valley,2.4637681159,0
2013,4,30,4.3,121,CHI,Tyler Motte,C,USA,69,190,2.75362318841,USHL,USA U-18,2.7536231884,0
2013,5,1,5.01,122,FLA,Christopher Clapperton,LW,CAN,69,174,2.52173913043,QMJHL,Blainville-Boisbriand,2.5217391304,0
2013,5,2,5.02,123,COL,Will Butcher,D,USA,69,191,2.76811594203,USHL,USA U-18,2.768115942,0
2013,5,3,5.03,124,TBL,Kristers Gudlevskis,G,LVA,76,190,2.5,Russia Jr.,Riga 2,2.5,0
2013,5,4,5.04,125,NSH,Saku Maenalanen,RW,FIN,75,176,2.34666666667,Finland Jr.,Karpat Jr.,2.3466666667,0
2013,5,5,5.05,126,CAR,Brent Pedersen,LW,CAN,74,205,2.77027027027,OHL,Kitchener,2.7702702703,0
2013,5,6,5.06,127,WPG,Tucker Poolman,D,USA,74,199,2.68918918919,USHL,Omaha,2.6891891892,0
2013,5,7,5.07,128,EDM,Evan Campbell,LW,CAN,73,175,2.39726027397,BCHL,Langley,2.397260274,0
2013,5,8,5.08,129,BUF,Calvin Petersen,G,USA,74,183,2.47297297297,USHL,Waterloo,2.472972973,0
2013,5,9,5.09,130,BUF,Gustav Possler,RW,SWE,72,183,2.54166666667,Sweden Jr.,Modo Jr.,2.5416666667,0
2013,5,10,5.1,131,DAL,Cole Ully,LW,CAN,70,164,2.34285714286,WHL,Kamloops,2.3428571429,0
2013,5,11,5.11,132,PHI,Terrance Amorosa,D,CAN,73,185,2.53424657534,New Hampshire,Holderness,2.5342465753,0
2013,5,12,5.12,133,PHX,Connor Clifton,D,USA,70,175,2.5,USHL,USA U-18,2.5,0
2013,5,13,5.13,134,CHI,Luke Johnson,C,USA,71,179,2.52112676056,USHL,Lincoln,2.5211267606,0
2013,5,14,5.14,135,CGY,Eric Roy,D,CAN,74,180,2.43243243243,WHL,Brandon,2.4324324324,0
2013,5,15,5.15,136,NYI,Viktor Crus Rydberg,C,SWE,71,190,2.67605633803,Sweden Jr.,Linkoping Jr.,2.676056338,0
2013,5,16,5.16,137,MIN,Carson Soucy,D,CAN,76,191,2.51315789474,AJHL,Spruce Grove,2.5131578947,0
2013,5,17,5.17,138,OTT,Vincent Dunn,C,CAN,71,172,2.42253521127,QMJHL,Val-D'or,2.4225352113,0
2013,5,18,5.18,139,DET,Mitchell Wheaton,D,CAN,76,228,3,WHL,Kelowna,3,0
2013,5,19,5.19,140,NSH,Teemu Kivihalme,D,USA,71,161,2.2676056338,Minnesota,Burnsville,2.2676056338,0
2013,5,20,5.2,141,SJS,Michael Brodzinski,D,USA,71,190,2.67605633803,USHL,Muskegon,2.676056338,0
2013,5,21,5.21,142,TOR,Fabrice Herzog,RW,CHE,74,176,2.37837837838,Switzerland Jr.,Zug Jr.,2.3783783784,0
2013,5,22,5.22,143,BUF,Anthony Florentino,D,USA,73,227,3.1095890411,Connecticut,Selects U18 - South Kent,3.1095890411,0
2013,5,23,5.23,144,WSH,Blake Heinrich,D,USA,70,194,2.77142857143,USHL,Sioux City,2.7714285714,0
2013,5,24,5.24,145,VAN,Anton Cederholm,D,SWE,73,204,2.79452054795,Sweden Jr.,Rogle Jr.,2.7945205479,0
2013,5,25,5.25,146,LAK,Patrik Bartosak,G,CZE,73,187,2.56164383562,WHL,Red Deer,2.5616438356,0
2013,5,26,5.26,147,ANA,Grant Besse,RW,USA,69,177,2.5652173913,Minnesota,Benilde-St.Margaret's,2.5652173913,0
2013,5,27,5.27,148,LAK,Jonny Brodzinski,C,USA,72,202,2.80555555556,WCHA,St. Cloud State,2.8055555556,0
2013,5,28,5.28,149,DAL,Matej Paulovic,LW,SVK,75,187,2.49333333333,Sweden Jr.,Farjestad Jr.,2.4933333333,0
2013,5,29,5.29,150,BOS,Wiley Sherman,D,USA,77,206,2.67532467532,Connecticut,Hotchkiss School,2.6753246753,0
2013,5,30,5.3,151,SJS,Gage Ausmus,D,USA,72,211,2.93055555556,USHL,USA U-18,2.9305555556,0
2013,6,1,6.01,152,FLA,Joshua Brown,D,CAN,77,213,2.76623376623,OHL,Oshawa,2.7662337662,0
2013,6,2,6.02,153,COL,Ben Storm,D,USA,78,216,2.76923076923,USHL,Muskegon,2.7692307692,0
2013,6,3,6.03,154,TBL,Henri Ikonen,LW,FIN,71,184,2.59154929577,OHL,Kingston,2.5915492958,0
2013,6,4,6.04,155,NSH,Emil Pettersson,C,SWE,73,158,2.16438356164,Sweden Jr.,Timra Jr.,2.1643835616,0
2013,6,5,6.05,156,CAR,Tyler Ganly,D,CAN,73,201,2.75342465753,OHL,Sault Ste. Marie,2.7534246575,0
2013,6,6,6.06,157,CGY,Tim Harrison,RW,USA,75,175,2.33333333333,Massachusetts,Dexter Prep,2.3333333333,0
2013,6,7,6.07,158,EDM,Ben Betker,D,CAN,77,200,2.5974025974,WHL,Everett,2.5974025974,0
2013,6,8,6.08,159,BUF,Sean Malone,C,USA,71,183,2.57746478873,USHL,USA U-18,2.5774647887,0
2013,6,9,6.09,160,NJD,Myles Bell,LW,CAN,71,212,2.98591549296,WHL,Kelowna,2.985915493,0
2013,6,10,6.1,161,OTT,Chris Leblanc,RW,USA,75,195,2.6,EJHL,South Shore,2.6,0
2013,6,11,6.11,162,PHI,Merrick Madsen,G,USA,76,177,2.32894736842,New Hampshire,Proctor Academy,2.3289473684,0
2013,6,12,6.12,163,PHX,Brendan Burke,G,USA,75,176,2.34666666667,WHL,Portland,2.3466666667,0
2013,6,13,6.13,164,PIT,Dane Birks,D,CAN,75,190,2.53333333333,BCHL,Merritt,2.5333333333,0
2013,6,14,6.14,165,CBJ,Markus Soberg,RW,NOR,72,187,2.59722222222,Sweden Jr.,Frolunda Jr.,2.5972222222,0
2013,6,15,6.15,166,NYI,Alan Quine,C,CAN,71,188,2.64788732394,OHL,Belleville,2.6478873239,0
2013,6,16,6.16,167,MIN,Avery Peterson,C,USA,74,194,2.62162162162,Minnesota,Grand Rapids,2.6216216216,0
2013,6,17,6.17,168,OTT,Quentin Shore,C,USA,73,189,2.58904109589,WCHA,U Of Denver,2.5890410959,0
2013,6,18,6.18,169,DET,Marc Mcnulty,D,CAN,77,185,2.4025974026,WHL,Prince George,2.4025974026,0
2013,6,19,6.19,170,NYR,Mackenzie Skapski,G,CAN,74,186,2.51351351351,WHL,Kootenay,2.5135135135,0
2013,6,20,6.2,171,NSH,Tommy Veilleux,LW,CAN,72,188,2.61111111111,QMJHL,Victoriaville,2.6111111111,0
2013,6,21,6.21,172,TOR,Antoine Bibeau,G,CAN,74,207,2.7972972973,QMJHL,PEI,2.7972972973,0
2013,6,22,6.22,173,STL,Santeri Saari,D,FIN,74,191,2.58108108108,Finland Jr.,Jokerit Jr.,2.5810810811,0
2013,6,23,6.23,174,WSH,Brian Pinho,C,USA,72,173,2.40277777778,Massachusetts,St. John's Prep,2.4027777778,0
2013,6,24,6.24,175,VAN,Mike Williamson,D,CAN,74,187,2.52702702703,AJHL,Spruce Grove,2.527027027,0
2013,6,25,6.25,176,MTL,Jeremy Gregoire,C,CAN,71,190,2.67605633803,QMJHL,Baie-Comeau,2.676056338,0
2013,6,26,6.26,177,ANA,Miro Aaltonen,C,FIN,70,172,2.45714285714,Finland,Blues,2.4571428571,0
2013,6,27,6.27,178,LAK,Zachary Leslie,D,CAN,71,168,2.3661971831,OHL,Guelph,2.3661971831,0
2013,6,28,6.28,179,PIT,Blaine Byron,C,CAN,71,163,2.29577464789,CCHL,Smiths Falls,2.2957746479,0
2013,6,29,6.29,180,BOS,Anton Blidh,LW,SWE,71,184,2.59154929577,Sweden Jr.,Frolunda Jr.,2.5915492958,0
2013,6,30,6.3,181,CHI,Anthony Louis,C,USA,66,145,2.19696969697,USHL,Usa U-18,2.196969697,0
2013,7,1,7.01,182,DAL,Aleksi Makela,D,FIN,73,195,2.67123287671,Finland Jr.,Ilves Jr.,2.6712328767,0
2013,7,2,7.02,183,COL,Wilhelm Westlund,D,SWE,71,184,2.59154929577,Sweden Jr.,Farjestad Jr.,2.5915492958,0
2013,7,3,7.03,184,TBL,Saku Salminen,C,FIN,75,198,2.64,Finland D2,K-Vantaa,2.64,0
2013,7,4,7.04,185,NSH,Wade Murphy,RW,CAN,71,176,2.47887323944,BCHL,Penticton,2.4788732394,0
2013,7,5,7.05,186,TBL,Joel Vermin,RW,CHE,71,192,2.70422535211,Switzerland,Bern,2.7042253521,0
2013,7,6,7.06,187,CGY,Rushan Rafikov,D,RUS,74,181,2.44594594595,Russia Jr.,Yaroslavl 2,2.4459459459,0
2013,7,7,7.07,188,EDM,Gregory Chase,C/RW,CAN,72,195,2.70833333333,WHL,Calgary,2.7083333333,0
2013,7,8,7.08,189,BUF,Eric Locke,C,USA,70,184,2.62857142857,OHL,Saginaw,2.6285714286,0
2013,7,9,7.09,190,WPG,Brenden Kichton,D,CAN,70,175,2.5,WHL,Spokane,2.5,0
2013,7,10,7.1,191,LAK,Dominik Kubalik,LW,CZE,73,181,2.47945205479,OHL,Sudbury,2.4794520548,0
2013,7,11,7.11,192,PHI,David Drake,D,USA,75,155,2.06666666667,USHL,Des Moines,2.0666666667,0
2013,7,12,7.12,193,PHX,Jedd Soleway,C,CAN,74,208,2.81081081081,BCHL,Penticton,2.8108108108,0
2013,7,13,7.13,194,WPG,Marcus Karlstrom,D,SWE,74,181,2.44594594595,Sweden Jr.,AIK U18,2.4459459459,0
2013,7,14,7.14,195,CBJ,Peter Quenneville,C/RW,CAN,71,183,2.57746478873,USHL,Dubuque,2.5774647887,0
2013,7,15,7.15,196,NYI,Kyle Burroughs,D,CAN,71,182,2.56338028169,WHL,Regina,2.5633802817,0
2013,7,16,7.16,197,MIN,Nolan De Jong,D,CAN,74,173,2.33783783784,BCHL,Victoria,2.3378378378,0
2013,7,17,7.17,198,CGY,John Gilmour,D,CAN,71,173,2.43661971831,H-EAST,Providence,2.4366197183,0
2013,7,18,7.18,199,DET,Hampus Melen,RW,SWE,74,165,2.22972972973,Sweden Jr.,Tingsryd,2.2297297297,0
2013,7,19,7.19,200,MIN,Alexandre Belanger,G,CAN,72,170,2.36111111111,QMJHL,Rouyn-Noranda,2.3611111111,0
2013,7,20,7.2,201,SJS,Jacob Jackson,C,USA,71,182,2.56338028169,Minnesota,Tartan,2.5633802817,0
2013,7,21,7.21,202,TOR,Andreas Johnson,LW,SWE,70,183,2.61428571429,Sweden Jr.,Frolunda Jr.,2.6142857143,0
2013,7,22,7.22,203,NSH,Janne Juvonen,G,FIN,73,183,2.50684931507,Finland Jr.,Pelicans Jr.,2.5068493151,0
2013,7,23,7.23,204,WSH,Tyler Lewington,D,CAN,73,189,2.58904109589,WHL,Medicine Hat,2.5890410959,0
2013,7,24,7.24,205,VAN,Miles Liberati,D,USA,71,195,2.74647887324,OHL,London,2.7464788732,0
2013,7,25,7.25,206,FLA,Mackenzie Weegar,D,CAN,71,183,2.57746478873,QMJHL,Halifax,2.5774647887,0
2013,7,26,7.26,207,SJS,Emil Galimov,LW,RUS,73,169,2.31506849315,Russia,Yaroslavl,2.3150684932,0
2013,7,27,7.27,208,NJD,Anthony Brodeur,G,USA,70,177,2.52857142857,Minnesota,Shattuck-St.Marys Prep,2.5285714286,0
2013,7,28,7.28,209,PIT,Troy Josephs,C,CAN,71,176,2.47887323944,OJHL,St. Michaels,2.4788732394,0
2013,7,29,7.29,210,BOS,Mitchell Dempsey,LW,CAN,74,204,2.75675675676,OHL,Sault Ste. Marie,2.7567567568,0
2013,7,30,7.3,211,CHI,Robin Press,D,SWE,74,187,2.52702702703,Sweden D2,Sodertalje,2.527027027,0
