close,high,low,open
164.189966,167.400026,158.000011,159.970016
163.569979,166.149971,161.500011,162.710026
169.550009,169.649971,163.750023,163.859985
173.560034,176.500034,169.669985,170.069967
176.729986,179.290018,173.509979,173.519993
179.300032,180.000034,175.899994,177.979975
179.319979,180.449991,177.839972,178.329969
175.739964,179.749989,175.049974,179.039986
175.389969,177.810011,173.820013,175.570013
173.530006,177.069967,171.810034,174.54003
175.840006,176.939978,173.610008,174.769981
174.289984,175.450024,171.889969,174.470028
176.789974,177.499977,175.570013,175.819979
172.549997,176.229975,171.660017,176.150026
173.639969,174.880024,172.609985,172.760002
174.670019,175.759991,172.189989,173.309988
173.739998,176.249989,172.749989,175.280006
169.529995,173.499966,169.039984,172.959993
166.190012,173.499966,165.000011,172.399994
166.960016,168.679976,163.999989,166.840027
161.220005,167.909985,160.810022,165.860031
160.180021,162.400005,157.650003,158.589972
157.919996,164.889969,151.459982,164.570002
151.679987,159.960016,149.789984,156.859985
151.609985,154.990009,148.799974,152.320002
152.649982,152.989964,145.999977,148.179987
148.939978,150.909996,146.499989,150.909996
140.360008,147.689989,140.360008,142.030006
139.880024,142.499977,132.149994,133.86002
127.830015,138.509979,127.830015,138.490032
134.089972,135.429976,120.679998,130.570024
140.909994,144.200003,136.310022,142.600006
131.050009,140.249966,130.659973,139.940012
126.840006,135.799997,126.660028,131.849974
128.709982,130.94998,125.149994,127.270016
131.929976,134.789974,128.520004,129.80002
128.239998,129.80002,123.000011,124.910028
105.259979,119.679976,100.589999,119.619987
113.659985,114.999989,106.29997,108.250028
109.119987,112.360008,107.390008,111.919991
100.100001,108.790013,99.999972,108.010002
97.069979,106.500028,94.65001,103.999977
98.140003,98.780011,87.539968,91.959982
89.159978,101.5,88.94998,100.48003
89.789979,96.330009,85.679998,85.910017
88.739982,95.79997,86.600013,93.349967
96.799993,99.999972,85.000023,85.700019
110.260007,110.53,101.020009,104.54997
104.079992,116.399994,103.140031,116.259991
97.950019,106.999972,97.890031,103.840027
101.889969,103.429971,91.73997,99.77002
97.400033,102.039979,85.890003,99.59999
98.440017,100.03,93.63998,99.780027
91.489998,97.899971,91.160017,96.950003
96.869987,101.250028,92.929971,97.369999
98.230019,99.249989,91.899987,96.509979
96.37999,97.899971,90.11002,90.330031
92.089972,97.629978,91.86002,95.070013
99.910017,100.499977,92.369971,95.430021
104.54997,109.53999,99.939978,100.859992
111.040018,112.189978,107.61002,108.230007
107.589999,110.779972,105.140003,107.400022
106.959998,109.099967,104.859997,105.930021
110.98997,111.790002,106.669991,109.990021
103.299981,109.720028,102.990021,108.909989
99.099978,102.780023,98.0,101.04997
98.240032,99.850029,95.720028,99.239982
95.879978,100.400022,94.5,100.170003
94.769993,97.170008,92.260002,94.810027
90.120033,93.239998,90.009991,92.430033
96.439978,96.439978,86.019993,89.869987
90.240009,93.989982,89.999977,93.76003
88.140008,90.54997,87.259968,88.480002
89.910028,90.989993,86.859992,89.639969
86.289979,91.58002,86.20997,89.439978
80.489993,86.450003,79.999989,85.239982
82.579981,84.119983,79.139969,81.930033
92.949991,94.790013,84.839999,85.210021
90.800009,94.709998,88.160028,94.62999
95.000011,95.249977,89.849967,89.919969
92.669991,94.759979,91.86002,94.699991
88.930033,92.270009,88.920019,91.30002
92.47,92.649971,86.499977,90.030011
95.899999,96.22998,88.79997,89.40001
91.409989,95.21001,89.060022,94.429998
93.999989,94.489993,88.860031,90.349978
99.719973,100.799997,95.79997,97.279977
100.060027,103.600001,97.209982,98.039968
98.209998,99.490021,96.499972,97.87001
95.000011,101.240021,94.829981,97.349978
98.269993,99.000023,92.529988,92.799981
94.749972,96.210032,92.999972,95.990021
95.430021,96.480019,92.75,93.979968
89.159978,91.100029,88.020032,91.030027
89.429971,90.829969,88.440028,89.309988
89.999977,90.940012,88.79997,89.939989
85.739993,90.030011,84.689989,90.019998
86.380001,87.870022,85.90001,86.869999
85.03999,86.250011,84.549993,86.139969
85.809988,87.419991,85.239982,86.63998
86.61002,87.619983,85.070018,86.519998
86.289979,88.049993,84.720023,87.419991
85.350018,87.740032,85.340011,85.970012
90.750028,91.039968,85.159973,85.87999
94.580009,96.179998,92.710032,93.170003
93.019993,97.170008,92.389992,95.94998
91.010007,92.500028,90.26003,91.809972
92.700019,93.149982,90.040018,90.429987
90.579997,93.380001,90.13998,93.20997
88.659973,90.989993,87.549981,90.460021
87.709998,89.739998,86.349967,88.23997
85.329997,87.250028,84.720023,86.239998
83.380013,84.119983,80.04997,80.570002
82.330009,84.380029,80.399971,84.30002
78.200007,82.000028,78.200007,81.930033
82.83002,82.880001,79.309999,79.390008
88.36002,89.999977,85.820002,88.039979
88.36002,89.869987,86.499977,86.820018
89.639969,90.969973,88.300032,88.860031
90.730007,91.549993,89.739998,90.190028
94.19998,95.000011,91.500011,92.119999
92.999972,94.339983,92.59999,93.089988
90.129967,93.620033,90.009991,92.59999
91.510018,92.000023,88.899999,89.09999
92.980019,93.380001,90.279977,91.920008
93.550032,96.25,93.100001,93.219977
96.459998,97.250023,92.62001,92.77002
99.719973,99.999972,96.999977,97.019998
102.51003,103.000028,99.500028,99.999972
97.829969,102.51003,97.059972,101.329969
96.820013,98.310027,95.770009,96.369983
99.270009,99.75,95.829997,95.829997
99.159973,99.939978,98.119983,98.990009
94.530027,97.040018,94.279988,96.869987
94.37001,95.850018,92.719973,95.049993
90.639992,94.250028,90.11002,93.369987
91.199991,92.399999,89.000028,89.40001
86.950007,92.000023,86.509991,91.650022
90.250023,90.890031,86.999989,87.450019
91.160017,92.920031,89.25,89.859981
89.190012,92.920031,88.959987,92.000023
89.309988,91.30002,87.670031,87.93001
87.940017,91.199991,87.670031,88.119987
88.370033,90.740021,87.880029,88.930033
91.170031,92.77002,89.449991,90.180021
88.840011,91.870033,88.449968,90.460021
85.29997,88.399987,82.330009,88.339999
83.11002,87.600029,82.569967,84.179971
88.630013,89.169991,84.360008,84.870033
92.679998,94.06999,89.579981,89.809999
96.350029,96.579981,92.000023,92.90001
95.930033,97.199968,95.010018,96.299981
95.420008,97.390019,94.180033,96.53
99.659978,99.690012,95.070013,95.23997
101.52002,103.480019,99.719973,99.910017
101.619983,103.200019,100.250011,101.850001
101.590022,103.109997,100.569979,102.090027
107.660001,108.160012,101.749972,102.710021
106.500028,109.440028,105.389969,106.360031
106.490021,108.359997,103.859981,107.579992
109.869971,109.980007,107.579992,107.830031
106.850029,108.530027,106.399999,108.230007
104.489982,105.010007,102.609992,104.510002
105.119983,107.450003,105.0,105.45003
108.689978,109.000011,103.890008,104.089999
